ID_CLIENTE,DATA_CADASTRO,DDD,FLAG_PF,SEGMENTO_INDUSTRIAL,DOMINIO_EMAIL,PORTE,CEP_2_DIG
7810315632865163836,2015-11-25,91,,Indústria,YAHOO,MEDIO,68
6964108750473070287,2000-08-15,71,,Comércio,YAHOO,MEDIO,42
7818340804682162328,2011-02-14,21,,,HOTMAIL,MEDIO,26
7671566034617837932,2011-02-14,65,,Serviços,YAHOO,GRANDE,78
3192341047315717823,2002-01-24,31,,Serviços,HOTMAIL,MEDIO,31
162896151509189921,2017-10-19,,,Serviços,HOTMAIL,MEDIO,68
8729164666041467296,2014-03-13,71,,Serviços,GMAIL,,41
2645324649046215594,2011-02-14,38,,Serviços,YAHOO,MEDIO,35
382095722273502031,2011-02-14,11,,Indústria,YAHOO,PEQUENO,51
4795152981525833467,2011-02-14,24,,Comércio,YAHOO,GRANDE,27
2025898153078562640,2007-06-17,(3,,Serviços,GMAIL,PEQUENO,36
2451708306555441014,2000-08-15,41,,Comércio,YAHOO,MEDIO,83
4465150716052427320,2011-02-15,31,,Comércio,HOTMAIL,GRANDE,30
2088532321693492263,2012-08-27,31,,Serviços,GMAIL,MEDIO,35
2530707686830644666,2011-02-14,19,,Serviços,HOTMAIL,GRANDE,13
459290606780222306,2014-08-14,43,,Comércio,YAHOO,PEQUENO,86
4061297388883391410,2012-03-11,47,,Serviços,YAHOO,GRANDE,89
8961924617442201922,2011-02-14,11,,Serviços,GMAIL,MEDIO,25
4661684997487171886,2015-03-02,28,,Indústria,YAHOO,GRANDE,29
1104269683367198574,2000-08-15,31,,Serviços,AOL,PEQUENO,35
5761480994209806499,2015-12-29,,,Comércio,YAHOO,,35
4556737702757145073,2011-02-14,11,,Serviços,GMAIL,PEQUENO,55
1368430815953333691,2015-09-14,41,,Indústria,YAHOO,GRANDE,83
8915958534285799867,2005-11-24,11,,Comércio,AOL,GRANDE,68
835441927760881602,2014-08-07,65,,Comércio,HOTMAIL,GRANDE,78
3218792504195936313,2000-08-15,(2,,Serviços,HOTMAIL,MEDIO,21
5477900120643078645,2012-12-13,81,,Comércio,YAHOO,PEQUENO,55
3095686599956852697,2015-12-08,41,,Comércio,BOL,MEDIO,83
8348574220426911086,2011-02-14,11,,Comércio,AOL,PEQUENO,13
1357573192598249600,2011-02-14,19,,Comércio,YAHOO,MEDIO,13
5522764880180045081,2011-02-14,28,,Indústria,BOL,MEDIO,29
4043546053926060305,2007-02-05,14,,Indústria,GMAIL,MEDIO,17
8512214463586144353,2011-02-14,35,,Serviços,OUTLOOK,PEQUENO,37
837142477962609471,2011-12-22,41,,Serviços,GMAIL,MEDIO,83
410843023337872279,2011-02-14,13,,Comércio,HOTMAIL,MEDIO,11
8646472172649019955,2000-08-15,99,,Serviços,HOTMAIL,MEDIO,65
351031887141663937,2015-02-27,,,Indústria,GMAIL,GRANDE,78
4414438591613884911,2011-02-14,31,,Comércio,YAHOO,GRANDE,35
692350198401528327,2016-10-30,86,,Comércio,HOTMAIL,GRANDE,65
4569866309119931805,2008-06-03,21,,Serviços,YAHOO,GRANDE,23
5999145415800242177,2011-02-14,19,,Serviços,YAHOO,GRANDE,13
7930925883736021864,2014-03-02,,,Serviços,YAHOO,GRANDE,84
2678966409665050034,2011-02-14,21,,Serviços,AOL,MEDIO,20
4593070249039532001,2000-08-15,11,,Comércio,GMAIL,PEQUENO,93
7910340581026492945,2000-08-15,,,Comércio,YAHOO,GRANDE,64
5503391736465275980,2007-07-31,91,,Serviços,HOTMAIL,PEQUENO,77
6828316696355015040,2009-08-18,14,,Comércio,GMAIL,PEQUENO,17
5854364934896993687,2014-07-22,81,,Serviços,YAHOO,PEQUENO,55
959720947754650706,2017-08-06,,,Indústria,YAHOO,MEDIO,95
7485107528960607346,2010-08-04,,,Comércio,YAHOO,GRANDE,12
510795635145114083,2009-03-30,94,,Comércio,HOTMAIL,PEQUENO,68
6784879562354696650,2000-08-15,45,,,YAHOO,MEDIO,85
984915269987074754,2011-02-14,17,,Serviços,,GRANDE,15
499242942549937267,2007-10-17,16,,Serviços,AOL,GRANDE,14
6731795019313479942,2000-08-15,43,,Comércio,GMAIL,GRANDE,86
3829967475074118757,2007-03-19,,,Serviços,YAHOO,GRANDE,48
252206310123393284,2013-10-21,55,,Serviços,YAHOO,PEQUENO,98
4817816966382229074,2012-03-11,47,,Indústria,GMAIL,MEDIO,89
6545052034269841737,2016-10-04,64,,Indústria,YAHOO,MEDIO,75
107343823625119033,2000-08-15,11,,Indústria,YAHOO,PEQUENO,99
3279078057358159966,2015-04-01,11,,Serviços,GMAIL,PEQUENO,80
5225029212547588718,2000-08-15,19,,Comércio,YAHOO,MEDIO,13
5371387005775513675,2014-02-06,35,,Serviços,YAHOO,GRANDE,37
7347715771145302549,2012-03-11,11,,Comércio,YAHOO,MEDIO,92
93982185886107798,2011-07-13,88,,Comércio,YAHOO,GRANDE,62
6969348581033924947,2009-08-02,48,,Indústria,OUTLOOK,GRANDE,88
7367321179169390502,2015-11-24,35,,Comércio,YAHOO,MEDIO,37
7031913170099381454,2011-02-14,71,,Serviços,HOTMAIL,,48
7908414709866823255,2012-12-06,69,,Indústria,GMAIL,PEQUENO,76
649279100559994713,2011-05-16,64,,Serviços,,MEDIO,75
5897410907783139228,2011-02-14,32,,Comércio,GMAIL,GRANDE,36
8229446069655666941,2011-02-14,18,,Comércio,HOTMAIL,,16
6271697692808086495,2008-05-22,19,,Indústria,YAHOO,MEDIO,13
8716163053080758848,2017-02-21,48,,Indústria,YAHOO,GRANDE,88
3218226066162129945,2015-06-23,,,Indústria,HOTMAIL,PEQUENO,55
1536087798470875922,2018-03-20,85,,Indústria,GMAIL,PEQUENO,60
5860276371789140450,2011-02-15,91,,Serviços,HOTMAIL,GRANDE,67
665505091521986356,2011-05-16,11,,Serviços,GMAIL,MEDIO,12
851897122328714307,2011-02-14,21,,Comércio,YAHOO,MEDIO,24
6759864637454708017,2000-08-15,(6,,Serviços,GMAIL,GRANDE,68
465309249432033993,2014-07-23,69,,Comércio,GMAIL,GRANDE,76
824632039241482307,2011-05-19,99,,Serviços,YAHOO,MEDIO,65
3480297543931395935,2018-03-21,48,,Serviços,YAHOO,PEQUENO,88
8015571584405428572,2014-02-06,43,,Serviços,GMAIL,MEDIO,86
5409960473983330744,2011-02-14,,,Serviços,YAHOO,MEDIO,61
4071158585850879204,2000-08-15,18,,Indústria,HOTMAIL,GRANDE,17
6985631100944640910,2011-02-14,27,,Comércio,BOL,GRANDE,29
1292049196559782171,2013-05-05,66,,Serviços,HOTMAIL,MEDIO,78
4635578010631860111,2012-03-26,41,,Comércio,GMAIL,GRANDE,83
238894451665334246,2014-08-21,,,Serviços,YAHOO,MEDIO,29
7595945751692012281,2011-02-14,51,,Indústria,HOTMAIL,MEDIO,90
1958660709350677213,2016-11-22,62,,Indústria,GMAIL,MEDIO,75
1454789421854453615,2006-12-18,24,,Serviços,GMAIL,PEQUENO,23
4614484019183480654,2011-02-14,51,,Indústria,YAHOO,MEDIO,93
7541360189313243820,2017-09-20,27,,Serviços,BOL,MEDIO,35
6582676833651678345,2011-02-14,13,,Comércio,OUTLOOK,MEDIO,11
4089244710305890246,2006-08-01,71,,Comércio,AOL,GRANDE,41
2012477868296377155,2011-02-14,17,,Indústria,HOTMAIL,MEDIO,15
3713742318997880410,2000-08-15,16,,Comércio,HOTMAIL,PEQUENO,14
4008627434689715639,2000-08-15,12,,Serviços,HOTMAIL,PEQUENO,12
4335865859049992260,2000-08-15,31,,Serviços,HOTMAIL,MEDIO,30
7816319470107777265,2000-08-15,21,,Comércio,YAHOO,MEDIO,21
6238903426443761049,2016-08-07,85,,Serviços,GMAIL,MEDIO,60
2943087245123311166,2014-03-31,69,,Comércio,HOTMAIL,PEQUENO,76
5726178124659661019,2015-08-16,63,,Indústria,GMAIL,MEDIO,68
7770458886439606839,2017-08-03,62,,Serviços,GMAIL,GRANDE,75
1343849459953365123,2016-10-18,14,,Serviços,GMAIL,PEQUENO,16
5611787644735474299,2000-08-15,,,Serviços,HOTMAIL,MEDIO,83
5574997762710520717,2011-05-16,27,,,GMAIL,GRANDE,29
8409181491723988567,2000-08-15,24,,Indústria,YAHOO,MEDIO,26
312543480920432545,2011-02-14,46,,Comércio,GMAIL,PEQUENO,85
1210783884008131648,2000-08-15,(1,,Serviços,YAHOO,MEDIO,13
8828303152301461681,2000-08-15,32,,Serviços,GMAIL,GRANDE,36
662944582644865942,2000-08-15,81,,Comércio,YAHOO,GRANDE,50
7289435138601868544,2014-07-20,11,,Serviços,GMAIL,GRANDE,99
7325545718770538459,2011-02-15,11,,Comércio,AOL,GRANDE,87
2658946240987854807,2009-03-30,62,,Serviços,BOL,GRANDE,75
3118683330911759410,2011-02-14,85,,Serviços,HOTMAIL,PEQUENO,61
1036256411320325774,2000-08-15,21,,Serviços,YAHOO,PEQUENO,20
417157680860985231,2000-08-15,54,,Comércio,GMAIL,MEDIO,96
8041261093764417881,2011-02-14,14,,Comércio,HOTMAIL,GRANDE,18
5591489215787777256,2011-02-14,55,,Serviços,AOL,GRANDE,97
8398000036517692656,2013-06-16,77,,Serviços,HOTMAIL,GRANDE,45
2684293212741157926,2018-07-25,,,Comércio,GMAIL,PEQUENO,95
234898976850399181,2011-05-16,19,,Comércio,HOTMAIL,MEDIO,13
7231408738455755015,2006-07-26,17,,Serviços,HOTMAIL,,14
4972567100282306577,2006-07-09,11,,Serviços,YAHOO,MEDIO,57
2508429106201166689,2014-06-02,77,,Serviços,GMAIL,GRANDE,45
2455576782104041698,2000-08-15,11,,Comércio,HOTMAIL,GRANDE,46
361555714683085449,2009-06-11,11,,Comércio,GMAIL,GRANDE,99
4791195031160012361,2011-11-15,34,,Comércio,GMAIL,MEDIO,38
2290083177086946553,2014-09-18,31,,Comércio,AOL,PEQUENO,31
8195468623809753777,2000-08-15,11,,Serviços,HOTMAIL,MEDIO,98
6941381638534728190,2017-05-22,74,,Serviços,HOTMAIL,MEDIO,44
6330043096034525408,2015-07-21,77,,Serviços,HOTMAIL,PEQUENO,47
3355881107559250653,2011-02-14,31,,Comércio,HOTMAIL,GRANDE,32
7395696797140470088,2000-08-15,37,,Indústria,,PEQUENO,37
3275327267689584006,2016-01-31,94,,Indústria,HOTMAIL,MEDIO,68
5799279645678609726,2015-11-15,49,,Indústria,HOTMAIL,GRANDE,89
4571290108043699959,2000-08-15,,,Comércio,GMAIL,GRANDE,15
4724876423989598202,2011-02-14,34,,Indústria,GMAIL,MEDIO,38
2347028805684088098,2000-08-15,54,,Comércio,YAHOO,GRANDE,95
7637066986811047950,2014-09-16,81,,Indústria,HOTMAIL,GRANDE,54
7167988599372526790,2017-07-02,21,,Indústria,YAHOO,MEDIO,24
9206030810342980458,2005-08-08,11,,Serviços,HOTMAIL,MEDIO,91
7963861799566207637,2000-08-15,54,,Indústria,GMAIL,PEQUENO,95
5602023133976834072,2000-08-15,53,,Indústria,YAHOO,GRANDE,56
3742264304742819339,2016-01-11,86,,Comércio,HOTMAIL,MEDIO,64
170089315547146305,2000-08-15,18,,Serviços,HOTMAIL,GRANDE,19
8231834408402328152,2011-02-14,18,,Serviços,,MEDIO,19
968199235777440720,2011-02-15,67,,Serviços,YAHOO,MEDIO,79
4202876623878743806,2009-04-28,11,,Serviços,YAHOO,GRANDE,13
7457803471605010846,2000-08-15,56,,Serviços,GMAIL,GRANDE,93
968400235888951633,2014-02-02,,,Comércio,YAHOO,PEQUENO,95
7571271990906543121,2011-02-15,,,Serviços,AOL,MEDIO,18
7177785309735471560,2014-02-02,46,,Serviços,GMAIL,MEDIO,85
3472934456083131714,2011-02-14,16,,Indústria,YAHOO,GRANDE,14
1118514612547157551,2013-10-31,65,,Serviços,YAHOO,PEQUENO,78
5888474320320735000,2014-12-22,95,,Indústria,GMAIL,GRANDE,65
5606267905834401873,2012-10-01,54,,Indústria,YAHOO,MEDIO,99
2763141362035716801,2011-02-14,11,,Comércio,GMAIL,PEQUENO,38
6617479989097680138,2006-08-06,41,,Comércio,GMAIL,MEDIO,80
2382123267535341265,2011-02-14,22,,Serviços,GMAIL,MEDIO,28
4935929591787890253,2011-02-14,11,,Serviços,HOTMAIL,GRANDE,71
6227190030200106151,2011-02-14,73,,Serviços,GMAIL,MEDIO,45
3095408468798675621,2015-08-09,17,,Serviços,GMAIL,MEDIO,15
5271591321704178730,2014-10-21,34,,Serviços,YAHOO,MEDIO,38
5763886458177210090,2016-12-11,77,,Serviços,YAHOO,GRANDE,45
5791518044186095039,2000-08-15,(9,,Serviços,HOTMAIL,PEQUENO,68
2677901391425651891,2000-08-15,19,,Serviços,GMAIL,MEDIO,13
1778014915038250584,2008-12-09,27,,Comércio,OUTLOOK,PEQUENO,29
6198047969028248384,2016-02-23,66,,Indústria,YAHOO,GRANDE,78
2467590416042313927,2000-08-15,11,,Indústria,YAHOO,PEQUENO,12
1616952665234409442,2011-12-04,,,Comércio,YAHOO,GRANDE,28
6950439982480713649,2011-02-14,35,,Comércio,GMAIL,PEQUENO,37
5462970244186515758,2011-02-14,43,,Comércio,HOTMAIL,MEDIO,86
5465001651966355821,2000-08-15,61,,Indústria,GMAIL,MEDIO,72
689004070169545786,2000-08-15,73,,Serviços,OUTLOOK,GRANDE,45
5042877476420217533,2012-03-26,41,,Serviços,YAHOO,GRANDE,83
2554972344348383830,2018-03-28,48,,Serviços,GMAIL,GRANDE,88
6337915293429442229,2013-11-26,13,,Comércio,HOTMAIL,GRANDE,11
180672270337706285,2004-06-01,31,,Serviços,GMAIL,PEQUENO,33
7590999900861381526,2015-03-19,85,,Comércio,HOTMAIL,MEDIO,62
4183921942053157552,2011-02-14,,,Serviços,YAHOO,MEDIO,29
6916556752218696485,2008-09-11,31,,Serviços,OUTLOOK,GRANDE,32
7182085930008391174,2011-02-14,28,,Comércio,AOL,GRANDE,29
3093415403379897112,2011-02-14,16,,Serviços,AOL,MEDIO,14
6643358471662528195,2014-02-02,54,,Serviços,GMAIL,GRANDE,95
1551531256789550891,2011-02-14,13,,Serviços,YAHOO,GRANDE,11
5303720405946805990,2011-02-14,46,,Comércio,YAHOO,GRANDE,85
6817075905797098547,2007-05-02,18,,,AOL,GRANDE,16
2083323809219952960,2000-08-15,16,,Indústria,GMAIL,MEDIO,14
4995217181024687397,2000-08-15,17,,Serviços,HOTMAIL,GRANDE,15
3386019519917828299,2013-04-17,27,,Indústria,HOTMAIL,MEDIO,29
2201150681962815877,2011-02-15,43,,Indústria,YAHOO,GRANDE,86
7810985951121711480,2011-02-14,11,,,AOL,MEDIO,33
5864443060004179363,2000-08-15,11,,Serviços,GMAIL,GRANDE,98
2768068015169423097,2012-05-08,11,,Serviços,YAHOO,GRANDE,80
8080988579391900405,2011-02-14,51,,Comércio,GMAIL,PEQUENO,94
5369576709077493659,2000-08-15,12,,Indústria,GMAIL,GRANDE,12
1953058402621337677,2017-11-26,65,,Indústria,GMAIL,PEQUENO,78
2951563549197799278,2000-08-15,11,,Comércio,AOL,PEQUENO,13
8826489829259520138,2011-02-14,11,,Comércio,GMAIL,MEDIO,93
5082813456193598086,2012-05-21,16,,Comércio,GMAIL,GRANDE,14
670573866376512619,2015-11-12,34,,Comércio,HOTMAIL,MEDIO,13
8684964138237894839,2016-03-09,21,,Indústria,YAHOO,GRANDE,25
5440313607363845188,2000-08-15,11,,Serviços,GMAIL,GRANDE,96
274692171162531764,2005-08-03,19,,Serviços,GMAIL,PEQUENO,13
761746217261797478,2014-11-03,17,,Serviços,YAHOO,GRANDE,15
1088521227159442264,2000-08-15,(4,,Serviços,YAHOO,PEQUENO,89
792560389712312178,2000-08-15,11,,Comércio,HOTMAIL,GRANDE,97
6030285068945261052,2000-08-15,52,,Comércio,AOL,MEDIO,58
660382477567765256,2011-02-14,11,,Indústria,YAHOO,MEDIO,90
6284433051333854194,2017-03-09,11,,Comércio,YAHOO,GRANDE,12
7696655736121386405,2000-08-15,51,,Comércio,HOTMAIL,GRANDE,94
3285246914299291124,2011-02-14,43,,Serviços,HOTMAIL,MEDIO,86
2119292203323657032,2012-03-11,47,,Serviços,GMAIL,PEQUENO,89
903093877129717133,2000-08-15,11,,Serviços,HOTMAIL,GRANDE,44
7664272163315705419,2011-02-14,19,,Serviços,HOTMAIL,MEDIO,13
5434353421615275749,2011-02-14,11,,Indústria,GMAIL,GRANDE,76
7750874287225529604,2011-02-14,11,,Serviços,GMAIL,PEQUENO,31
1998941557906036376,2011-02-14,12,,Comércio,GMAIL,GRANDE,12
5432443358006556295,2006-01-09,19,,Serviços,GMAIL,MEDIO,13
3036967290595689189,2000-08-15,11,,Indústria,AOL,GRANDE,34
3137879241768961145,2015-04-26,87,,Comércio,AOL,GRANDE,56
5048392903148444335,2011-05-23,81,,Indústria,YAHOO,GRANDE,55
6968106554514688300,2011-05-16,21,,Comércio,YAHOO,GRANDE,23
7751080728852739823,2000-08-15,18,,Comércio,HOTMAIL,PEQUENO,16
5108407319813072955,2000-08-15,11,,Comércio,BOL,GRANDE,47
4327694790333781288,2014-03-02,42,,Serviços,HOTMAIL,PEQUENO,84
8505870778358741102,2011-02-14,98,,Serviços,GMAIL,GRANDE,65
257162352336759783,2011-02-14,12,,Serviços,YAHOO,GRANDE,12
6532139198609901627,2011-02-14,73,,Serviços,GMAIL,GRANDE,45
7492389223353246125,2000-08-15,71,,Comércio,YAHOO,GRANDE,56
1553628056929342565,2009-09-29,(8,,Comércio,YAHOO,MEDIO,59
7720744580848517371,2017-12-10,92,,Serviços,HOTMAIL,MEDIO,69
6927178425683104769,2000-08-15,41,,Serviços,AOL,MEDIO,82
39547025441582855,2015-02-12,77,,Serviços,GMAIL,PEQUENO,47
8643106054593378360,2015-11-05,11,,Serviços,YAHOO,MEDIO,71
7120090169052575663,2000-08-15,86,,Serviços,GMAIL,GRANDE,64
963687627963462983,2012-03-11,47,,Comércio,BOL,MEDIO,89
2335982750277990437,2007-06-10,61,,Serviços,AOL,GRANDE,30
5687511145009775604,2014-12-02,98,,Serviços,YAHOO,MEDIO,65
4489904752023469353,2000-08-15,19,,Indústria,GMAIL,GRANDE,13
8939476669690489534,2009-11-22,31,,Comércio,HOTMAIL,PEQUENO,35
8785648114090695180,2013-07-09,21,,Serviços,HOTMAIL,MEDIO,25
5067621068959932809,2011-02-14,33,,Serviços,HOTMAIL,GRANDE,35
1272921915900711149,2006-09-26,11,,Comércio,GMAIL,MEDIO,91
5503073374822479037,2000-08-15,37,,Indústria,GMAIL,MEDIO,21
7920896580423665241,2011-02-14,24,,Serviços,HOTMAIL,MEDIO,27
8874257794774679816,2012-04-26,41,,Comércio,GMAIL,MEDIO,89
2761181567313020223,2017-04-17,12,,Indústria,HOTMAIL,MEDIO,12
3698481516392183789,2011-02-14,44,,Indústria,GMAIL,MEDIO,87
3760177249735580557,2012-03-15,11,,Comércio,GMAIL,GRANDE,77
8400764778654490278,2016-08-11,41,,Comércio,GMAIL,MEDIO,80
7895753719321668294,2017-07-11,73,,Serviços,HOTMAIL,GRANDE,45
8897340779547593728,2017-07-05,11,,Indústria,GMAIL,GRANDE,71
3025708129948185495,2009-10-15,,,Comércio,HOTMAIL,PEQUENO,19
1115703227712697214,2011-02-14,82,,Comércio,AOL,MEDIO,57
5176940320835464459,2011-02-14,49,,Comércio,YAHOO,GRANDE,89
3156852928909455203,2009-08-12,98,,Serviços,GMAIL,MEDIO,65
3977861004707764824,2011-02-14,44,,Serviços,GMAIL,GRANDE,87
1951407691087813358,2000-08-15,12,,Comércio,HOTMAIL,GRANDE,12
8245393384938410770,2004-12-06,55,,Indústria,HOTMAIL,MEDIO,97
5338466578956451922,2018-06-05,,,Indústria,GMAIL,GRANDE,59
187117706370645370,2009-04-01,65,,Serviços,YAHOO,MEDIO,78
3228830386980584958,2000-08-15,51,,Comércio,YAHOO,PEQUENO,94
5988277776808227480,2000-08-15,16,,Comércio,YAHOO,,15
8305404138704642088,2011-09-27,62,,Indústria,GMAIL,GRANDE,74
1052398277967427422,2013-10-03,77,,Serviços,YAHOO,GRANDE,46
1235244772550233980,2000-08-15,77,,Comércio,GMAIL,GRANDE,45
2466177460692220853,2016-02-23,46,,Serviços,GMAIL,MEDIO,85
7108899417216809461,2015-02-19,94,,Indústria,GMAIL,PEQUENO,68
3634047863995720708,2015-03-03,11,,Serviços,YAHOO,GRANDE,12
3382624494518753363,2014-11-10,81,,Indústria,GMAIL,MEDIO,55
6134696632487351445,2006-02-22,11,,Indústria,OUTLOOK,MEDIO,25
7436628409157313756,2000-08-15,41,,Indústria,AOL,PEQUENO,80
5341957521413340599,2011-02-14,47,,Comércio,BOL,GRANDE,89
7779268298304613772,2011-02-14,19,,Indústria,GMAIL,GRANDE,13
2493305884832539159,2000-08-15,71,,Comércio,HOTMAIL,PEQUENO,40
4850722092974676955,2014-10-15,87,,Serviços,YAHOO,PEQUENO,56
6031976689490342098,2000-08-15,62,,Comércio,YAHOO,MEDIO,74
66220087398241662,2016-09-15,62,,Comércio,HOTMAIL,MEDIO,13
49632905576538927,2014-04-27,42,,Comércio,YAHOO,GRANDE,80
682352428813668634,2000-08-15,98,,Indústria,HOTMAIL,MEDIO,35
5856610998569876318,2011-02-14,21,,Indústria,GMAIL,MEDIO,22
1343530446996409207,2017-09-27,11,,Serviços,HOTMAIL,GRANDE,18
3660744270380078352,2008-07-21,65,,Indústria,HOTMAIL,PEQUENO,78
2735662700719640627,2013-09-26,85,,Serviços,GMAIL,MEDIO,61
1000372849175668062,2011-02-14,17,,Indústria,HOTMAIL,GRANDE,14
1069093308328204542,2014-02-02,54,,Serviços,OUTLOOK,GRANDE,99
5540361570968095722,2011-02-14,11,,Comércio,HOTMAIL,MEDIO,13
5810778736737569699,2000-08-15,35,,Comércio,HOTMAIL,PEQUENO,37
6521201759558790083,2013-11-18,37,,Serviços,OUTLOOK,MEDIO,35
7451017400765373278,2000-08-15,34,,Comércio,OUTLOOK,PEQUENO,38
9052787288251876909,2014-02-02,54,,Serviços,GMAIL,GRANDE,99
3807130563335796378,2009-01-11,,,Indústria,HOTMAIL,PEQUENO,46
4102750661040919723,2018-01-07,,,Indústria,GMAIL,GRANDE,85
6448580780254847411,2018-05-13,,,Indústria,GMAIL,MEDIO,89
121658372387044248,2011-02-14,22,,Comércio,YAHOO,GRANDE,28
3898162407838983449,2018-07-25,,,Serviços,GMAIL,MEDIO,93
8596605705893456305,2013-09-18,62,,Comércio,YAHOO,GRANDE,75
8111050199502844765,2012-05-06,,,Serviços,HOTMAIL,MEDIO,57
511305041047444825,2011-02-14,79,,Serviços,YAHOO,GRANDE,49
7665801401860589626,2011-02-14,99,,Serviços,GMAIL,PEQUENO,65
2128970218770090704,2017-02-07,62,,Comércio,YAHOO,GRANDE,75
5547032541615425352,2000-08-15,11,,Serviços,AOL,GRANDE,62
1637960623843047520,2000-08-15,24,,Comércio,HOTMAIL,MEDIO,25
8215958479134054873,2018-02-14,,,Comércio,OUTLOOK,MEDIO,96
86110062990790869,2000-08-15,71,,Indústria,AOL,GRANDE,43
3704808902628008971,2000-08-15,54,,Serviços,GMAIL,MEDIO,95
5613825020130267729,2016-06-08,,,Serviços,YAHOO,MEDIO,85
8529899700094903171,2000-08-15,32,,Comércio,GMAIL,GRANDE,36
1308019675417057675,2016-07-28,61,,Comércio,BOL,PEQUENO,72
5460280878923715699,2012-03-11,48,,Comércio,HOTMAIL,MEDIO,88
8270671464659850683,2013-09-22,55,,Indústria,HOTMAIL,MEDIO,97
8662923640484889291,2011-02-14,86,,Comércio,HOTMAIL,GRANDE,64
6987942592445950913,2000-08-15,(1,,Serviços,HOTMAIL,MEDIO,20
3238269558731666664,2011-02-14,11,,Comércio,OUTLOOK,MEDIO,43
7085295800541340563,2000-08-15,19,,Indústria,YAHOO,MEDIO,13
7930644815080409701,2011-02-14,86,,Comércio,YAHOO,MEDIO,64
4831939798545673038,2006-08-02,49,,Comércio,GMAIL,GRANDE,89
8313765100460016738,2008-09-25,14,,Comércio,GMAIL,GRANDE,17
2022367282554149730,2009-04-01,,,Comércio,OUTLOOK,MEDIO,75
1195244642827484543,2017-09-11,27,,Comércio,GMAIL,,32
8350724667410677464,2011-05-30,85,,Serviços,YAHOO,GRANDE,61
6486277549325701534,2008-08-11,14,,Serviços,HOTMAIL,MEDIO,17
