ID_CLIENTE,SAFRA_REF,RENDA_MES_ANTERIOR,NO_FUNCIONARIOS
5477900120643078645,2018-09,231950.0,100.0
3095686599956852697,2018-09,206909.0,144.0
8348574220426911086,2018-09,121122.0,102.0
1357573192598249600,2018-09,391529.0,112.0
5522764880180045081,2018-09,213124.0,92.0
4043546053926060305,2018-09,125563.0,80.0
8512214463586144353,2018-09,152626.0,94.0
837142477962609471,2018-09,135738.0,109.0
410843023337872279,2018-09,178893.0,89.0
8646472172649019955,2018-09,596408.0,114.0
351031887141663937,2018-09,118415.0,95.0
4414438591613884911,2018-09,770366.0,105.0
692350198401528327,2018-09,318129.0,92.0
4569866309119931805,2018-09,369112.0,119.0
5999145415800242177,2018-09,233563.0,104.0
7930925883736021864,2018-09,212132.0,111.0
2678966409665050034,2018-09,443834.0,107.0
4593070249039532001,2018-09,103786.0,80.0
7910340581026492945,2018-09,388525.0,95.0
5503391736465275980,2018-09,193062.0,105.0
6828316696355015040,2018-09,96512.0,101.0
5854364934896993687,2018-09,542610.0,150.0
959720947754650706,2018-09,386869.0,111.0
7485107528960607346,2018-09,753060.0,109.0
510795635145114083,2018-09,352128.0,86.0
6784879562354696650,2018-09,105777.0,129.0
984915269987074754,2018-09,161926.0,126.0
499242942549937267,2018-09,323656.0,120.0
6731795019313479942,2018-09,212003.0,110.0
3829967475074118757,2018-09,165718.0,120.0
252206310123393284,2018-09,105554.0,71.0
4817816966382229074,2018-09,415980.0,112.0
6545052034269841737,2018-09,173639.0,105.0
107343823625119033,2018-09,353486.0,78.0
3279078057358159966,2018-09,356696.0,125.0
5225029212547588718,2018-09,142382.0,104.0
5371387005775513675,2018-09,213100.0,112.0
7347715771145302549,2018-09,209843.0,101.0
93982185886107798,2018-09,294227.0,127.0
6969348581033924947,2018-09,245998.0,132.0
7367321179169390502,2018-09,169898.0,106.0
7031913170099381454,2018-09,176763.0,97.0
7908414709866823255,2018-09,54855.0,116.0
649279100559994713,2018-09,123540.0,108.0
5897410907783139228,2018-09,542050.0,118.0
8229446069655666941,2018-09,143291.0,123.0
6271697692808086495,2018-09,520089.0,126.0
8716163053080758848,2018-09,183208.0,105.0
3218226066162129945,2018-09,76468.0,94.0
1536087798470875922,2018-09,400669.0,118.0
5860276371789140450,2018-09,336626.0,109.0
665505091521986356,2018-09,104776.0,102.0
851897122328714307,2018-09,1032413.0,93.0
6759864637454708017,2018-09,197987.0,121.0
465309249432033993,2018-09,119757.0,93.0
824632039241482307,2018-09,164217.0,89.0
3480297543931395935,2018-09,509369.0,121.0
8015571584405428572,2018-09,348421.0,98.0
5409960473983330744,2018-09,365250.0,116.0
4071158585850879204,2018-09,132078.0,111.0
6985631100944640910,2018-09,349431.0,97.0
1292049196559782171,2018-09,438346.0,113.0
4635578010631860111,2018-09,504666.0,82.0
238894451665334246,2018-09,455366.0,99.0
7595945751692012281,2018-09,254957.0,115.0
1958660709350677213,2018-09,104784.0,107.0
1454789421854453615,2018-09,118542.0,110.0
4614484019183480654,2018-09,103843.0,96.0
7541360189313243820,2018-09,130519.0,90.0
6582676833651678345,2018-09,157793.0,122.0
4089244710305890246,2018-09,173168.0,100.0
2012477868296377155,2018-09,186199.0,114.0
3713742318997880410,2018-09,144877.0,106.0
4008627434689715639,2018-09,345588.0,111.0
4335865859049992260,2018-09,622671.0,126.0
7816319470107777265,2018-09,330399.0,108.0
6238903426443761049,2018-09,210062.0,104.0
2943087245123311166,2018-09,226731.0,86.0
5726178124659661019,2018-09,641484.0,105.0
7770458886439606839,2018-09,51440.0,138.0
1343849459953365123,2018-09,313952.0,108.0
5611787644735474299,2018-09,114478.0,119.0
5574997762710520717,2018-09,162190.0,110.0
8409181491723988567,2018-09,427739.0,131.0
312543480920432545,2018-09,203573.0,80.0
1210783884008131648,2018-09,132531.0,87.0
8828303152301461681,2018-09,337916.0,89.0
662944582644865942,2018-09,31571.0,118.0
7289435138601868544,2018-09,171870.0,118.0
7325545718770538459,2018-09,146147.0,122.0
2658946240987854807,2018-09,147785.0,126.0
3118683330911759410,2018-09,344216.0,89.0
1036256411320325774,2018-09,24619.0,81.0
417157680860985231,2018-09,195258.0,101.0
8041261093764417881,2018-09,642673.0,104.0
5591489215787777256,2018-09,213817.0,126.0
8398000036517692656,2018-09,484817.0,107.0
2684293212741157926,2018-09,163342.0,104.0
234898976850399181,2018-09,306480.0,132.0
7231408738455755015,2018-09,182834.0,99.0
4972567100282306577,2018-09,163984.0,98.0
2508429106201166689,2018-09,153762.0,98.0
2455576782104041698,2018-09,139680.0,108.0
361555714683085449,2018-09,211976.0,105.0
4791195031160012361,2018-09,288321.0,75.0
2290083177086946553,2018-09,450993.0,104.0
8195468623809753777,2018-09,136825.0,126.0
6941381638534728190,2018-09,195322.0,108.0
6330043096034525408,2018-09,110775.0,78.0
3355881107559250653,2018-09,761969.0,99.0
7395696797140470088,2018-09,196959.0,126.0
3275327267689584006,2018-09,190505.0,112.0
5799279645678609726,2018-09,98223.0,144.0
4571290108043699959,2018-09,127848.0,115.0
4724876423989598202,2018-09,381478.0,123.0
2347028805684088098,2018-09,276012.0,115.0
7637066986811047950,2018-09,220769.0,120.0
7167988599372526790,2018-09,425437.0,139.0
9206030810342980458,2018-09,277371.0,89.0
7963861799566207637,2018-09,222045.0,129.0
5602023133976834072,2018-09,273299.0,89.0
3742264304742819339,2018-09,165660.0,99.0
170089315547146305,2018-09,718178.0,87.0
8231834408402328152,2018-09,141773.0,88.0
968199235777440720,2018-09,250654.0,112.0
4202876623878743806,2018-09,257853.0,113.0
7457803471605010846,2018-09,270539.0,98.0
968400235888951633,2018-09,19371.0,108.0
7571271990906543121,2018-09,119193.0,96.0
7177785309735471560,2018-09,209751.0,117.0
3472934456083131714,2018-09,715310.0,96.0
1118514612547157551,2018-09,70472.0,87.0
5888474320320735000,2018-09,1853.0,90.0
5606267905834401873,2018-09,18835.0,103.0
2763141362035716801,2018-09,360628.0,84.0
6617479989097680138,2018-09,106365.0,141.0
2382123267535341265,2018-09,237335.0,88.0
4935929591787890253,2018-09,403388.0,131.0
6227190030200106151,2018-09,222064.0,60.0
3095408468798675621,2018-09,176659.0,120.0
5271591321704178730,2018-09,78155.0,95.0
5763886458177210090,2018-09,65502.0,107.0
5791518044186095039,2018-09,138903.0,112.0
2677901391425651891,2018-09,347289.0,108.0
1778014915038250584,2018-09,434927.0,97.0
6198047969028248384,2018-09,683404.0,125.0
2467590416042313927,2018-09,179782.0,94.0
1616952665234409442,2018-09,1373712.0,99.0
6950439982480713649,2018-09,118130.0,123.0
5462970244186515758,2018-09,561337.0,106.0
5465001651966355821,2018-09,264555.0,93.0
689004070169545786,2018-09,146266.0,109.0
5042877476420217533,2018-09,225171.0,97.0
2554972344348383830,2018-09,508514.0,111.0
6337915293429442229,2018-09,174121.0,111.0
180672270337706285,2018-09,336852.0,89.0
7590999900861381526,2018-09,146647.0,118.0
4183921942053157552,2018-09,552537.0,92.0
6916556752218696485,2018-09,104789.0,122.0
7182085930008391174,2018-09,696640.0,92.0
3093415403379897112,2018-09,270823.0,97.0
6643358471662528195,2018-09,356640.0,116.0
1551531256789550891,2018-09,412182.0,109.0
5303720405946805990,2018-09,156475.0,103.0
6817075905797098547,2018-09,521725.0,133.0
2083323809219952960,2018-09,186494.0,104.0
4995217181024687397,2018-09,361090.0,121.0
3386019519917828299,2018-09,141083.0,127.0
2201150681962815877,2018-09,233895.0,98.0
7810985951121711480,2018-09,559513.0,101.0
5864443060004179363,2018-09,294349.0,92.0
2768068015169423097,2018-09,109014.0,108.0
8080988579391900405,2018-09,181042.0,118.0
5369576709077493659,2018-09,277357.0,137.0
1953058402621337677,2018-09,270725.0,99.0
2951563549197799278,2018-09,359458.0,130.0
8826489829259520138,2018-09,324564.0,130.0
5082813456193598086,2018-09,374969.0,112.0
670573866376512619,2018-09,87605.0,109.0
8684964138237894839,2018-09,130174.0,135.0
5440313607363845188,2018-09,130280.0,102.0
274692171162531764,2018-09,209706.0,90.0
761746217261797478,2018-09,207913.0,115.0
1088521227159442264,2018-09,167218.0,88.0
792560389712312178,2018-09,670906.0,103.0
6030285068945261052,2018-09,770858.0,93.0
660382477567765256,2018-09,224619.0,121.0
6284433051333854194,2018-09,68781.0,99.0
7696655736121386405,2018-09,456638.0,114.0
3285246914299291124,2018-09,134819.0,102.0
2119292203323657032,2018-09,403149.0,77.0
903093877129717133,2018-09,279755.0,100.0
7664272163315705419,2018-09,146037.0,101.0
5434353421615275749,2018-09,368102.0,101.0
7750874287225529604,2018-09,186155.0,109.0
1998941557906036376,2018-09,121560.0,127.0
5432443358006556295,2018-09,492892.0,94.0
3036967290595689189,2018-09,292000.0,134.0
3137879241768961145,2018-09,105554.0,120.0
5048392903148444335,2018-09,831001.0,96.0
6968106554514688300,2018-09,109805.0,106.0
7751080728852739823,2018-09,281089.0,114.0
5108407319813072955,2018-09,137981.0,99.0
4327694790333781288,2018-09,168356.0,112.0
8505870778358741102,2018-09,259062.0,103.0
257162352336759783,2018-09,46705.0,108.0
6532139198609901627,2018-09,65688.0,109.0
7492389223353246125,2018-09,147368.0,96.0
1553628056929342565,2018-09,253632.0,108.0
7720744580848517371,2018-09,88087.0,109.0
6927178425683104769,2018-09,338601.0,117.0
39547025441582855,2018-09,555535.0,99.0
8643106054593378360,2018-09,63781.0,106.0
7120090169052575663,2018-09,335753.0,97.0
963687627963462983,2018-09,133637.0,125.0
2335982750277990437,2018-09,63597.0,110.0
5687511145009775604,2018-09,529090.0,98.0
4489904752023469353,2018-09,241371.0,112.0
8939476669690489534,2018-09,133050.0,144.0
8785648114090695180,2018-09,340272.0,115.0
5067621068959932809,2018-09,219734.0,120.0
1272921915900711149,2018-09,239507.0,89.0
5503073374822479037,2018-09,31366.0,98.0
7920896580423665241,2018-09,217533.0,110.0
8874257794774679816,2018-09,132914.0,139.0
2761181567313020223,2018-09,921781.0,73.0
3698481516392183789,2018-09,939315.0,126.0
3760177249735580557,2018-09,538227.0,113.0
8400764778654490278,2018-09,241755.0,116.0
7895753719321668294,2018-09,614373.0,125.0
8897340779547593728,2018-09,109378.0,137.0
3025708129948185495,2018-09,616577.0,117.0
1115703227712697214,2018-09,406199.0,87.0
5176940320835464459,2018-09,317313.0,105.0
3156852928909455203,2018-09,195259.0,111.0
3977861004707764824,2018-09,79478.0,108.0
1951407691087813358,2018-09,349797.0,104.0
8245393384938410770,2018-09,213747.0,109.0
5338466578956451922,2018-09,160824.0,123.0
187117706370645370,2018-09,44096.0,93.0
3228830386980584958,2018-09,442730.0,123.0
5988277776808227480,2018-09,75132.0,137.0
8305404138704642088,2018-09,134499.0,91.0
1052398277967427422,2018-09,110960.0,107.0
1235244772550233980,2018-09,126651.0,92.0
2466177460692220853,2018-09,293611.0,98.0
7108899417216809461,2018-09,184763.0,118.0
3634047863995720708,2018-09,266620.0,110.0
3382624494518753363,2018-09,11428.0,107.0
6134696632487351445,2018-09,59364.0,110.0
7436628409157313756,2018-09,325454.0,114.0
5341957521413340599,2018-09,221639.0,101.0
7779268298304613772,2018-09,466562.0,129.0
2493305884832539159,2018-09,460838.0,117.0
4850722092974676955,2018-09,852656.0,119.0
6031976689490342098,2018-09,532621.0,118.0
66220087398241662,2018-09,944288.0,89.0
49632905576538927,2018-09,356780.0,117.0
682352428813668634,2018-09,14579.0,104.0
5856610998569876318,2018-09,302001.0,143.0
1343530446996409207,2018-09,169820.0,103.0
3660744270380078352,2018-09,139357.0,99.0
2735662700719640627,2018-09,541290.0,96.0
1000372849175668062,2018-09,65973.0,99.0
1069093308328204542,2018-09,435817.0,88.0
5540361570968095722,2018-09,139987.0,103.0
5810778736737569699,2018-09,338257.0,139.0
6521201759558790083,2018-09,288186.0,99.0
7451017400765373278,2018-09,254485.0,92.0
9052787288251876909,2018-09,238824.0,132.0
3807130563335796378,2018-09,129778.0,112.0
4102750661040919723,2018-09,319336.0,81.0
6448580780254847411,2018-09,231630.0,112.0
121658372387044248,2018-09,245646.0,94.0
3898162407838983449,2018-09,180129.0,136.0
8596605705893456305,2018-09,357072.0,120.0
8111050199502844765,2018-09,431868.0,92.0
511305041047444825,2018-09,218248.0,74.0
7665801401860589626,2018-09,173410.0,111.0
2128970218770090704,2018-09,235262.0,96.0
5547032541615425352,2018-09,449226.0,83.0
1637960623843047520,2018-09,506836.0,92.0
8215958479134054873,2018-09,51094.0,122.0
86110062990790869,2018-09,81279.0,106.0
3704808902628008971,2018-09,360197.0,103.0
5613825020130267729,2018-09,126328.0,82.0
8529899700094903171,2018-09,261378.0,118.0
1308019675417057675,2018-09,105642.0,108.0
5460280878923715699,2018-09,305779.0,129.0
8270671464659850683,2018-09,487789.0,117.0
8662923640484889291,2018-09,204727.0,121.0
6987942592445950913,2018-09,68899.0,122.0
3238269558731666664,2018-09,205642.0,125.0
7085295800541340563,2018-09,237491.0,93.0
7930644815080409701,2018-09,451454.0,99.0
4831939798545673038,2018-09,335058.0,129.0
8313765100460016738,2018-09,392384.0,88.0
2022367282554149730,2018-09,260008.0,92.0
1195244642827484543,2018-09,91347.0,105.0
8350724667410677464,2018-09,378706.0,112.0
6486277549325701534,2018-09,364317.0,114.0
2785178201607654410,2018-09,474607.0,93.0
4919908458022265747,2018-09,209428.0,117.0
9205015186723569289,2018-09,319724.0,112.0
7722287846688771887,2018-09,89966.0,143.0
1874361799315286610,2018-09,195151.0,114.0
5884104941462322372,2018-09,27741.0,0.0
8287608084245946173,2018-09,167657.0,110.0
8213533889694327948,2018-09,344212.0,130.0
3045840317107313913,2018-09,298324.0,78.0
2214132103234633622,2018-09,400146.0,62.0
7949169060790541229,2018-09,163349.0,117.0
7621083433504010869,2018-09,244568.0,85.0
5794903898038236832,2018-09,61354.0,123.0
6020593949794792044,2018-09,31991.0,113.0
4045739494965095560,2018-09,341254.0,123.0
6122719618012473549,2018-09,157157.0,99.0
7787306805605072964,2018-09,157838.0,112.0
6824842959463625344,2018-09,17262.0,0.0
8503092146854371576,2018-09,113747.0,100.0
3204108603682323936,2018-09,462352.0,87.0
4588313530969303734,2018-09,98698.0,100.0
5786895437851445408,2018-09,24421.0,129.0
5122095358293179297,2018-09,288699.0,108.0
2900002014851776114,2018-09,277780.0,72.0
3591324331706630867,2018-09,249831.0,92.0
1044568737046072781,2018-09,192217.0,101.0
4749976982519957792,2018-09,487367.0,149.0
5732713959930509093,2018-09,360746.0,115.0
5511113649464808344,2018-09,397939.0,96.0
1613152204777372951,2018-09,192534.0,93.0
696014079855281037,2018-09,138380.0,103.0
9089528044547831569,2018-09,29755.0,122.0
5880041582322293710,2018-09,366701.0,89.0
2773493808492482979,2018-09,291355.0,137.0
4740535838297269949,2018-09,579886.0,131.0
8106044482585783481,2018-09,142930.0,105.0
5577659616907513811,2018-09,999601.0,116.0
8570963260597299378,2018-09,79390.0,134.0
1559814738862939390,2018-09,82411.0,126.0
175003104385133396,2018-09,505675.0,80.0
4785355632922927313,2018-09,199038.0,104.0
6217788509719675691,2018-09,748085.0,130.0
5136739522477907100,2018-09,188989.0,94.0
3382609338395832683,2018-09,341971.0,113.0
6012031176108922616,2018-09,190357.0,77.0
6276792736652545216,2018-09,632229.0,115.0
8535586342375301953,2018-09,759421.0,108.0
8715120689636420963,2018-09,222246.0,110.0
8480109508191086169,2018-09,125267.0,107.0
6456490958004500912,2018-09,699494.0,101.0
1698828605814171242,2018-09,669731.0,107.0
5263285038415073073,2018-09,399830.0,91.0
2606594191222500726,2018-09,31619.0,84.0
8248484932270772248,2018-09,115727.0,109.0
4758362594913729429,2018-09,576839.0,120.0
6858769421191999702,2018-09,157008.0,128.0
2860472732401119424,2018-09,412526.0,80.0
7215093571368368138,2018-09,103912.0,111.0
4942577693958917591,2018-09,315809.0,133.0
8332840690177201182,2018-09,75380.0,88.0
2819054834565698513,2018-09,312363.0,118.0
3161361581909316305,2018-09,375048.0,93.0
8405044237103061926,2018-09,27151.0,82.0
4444330375740387073,2018-09,147171.0,97.0
4820852183212661131,2018-09,51591.0,80.0
6547707428090179960,2018-09,100819.0,119.0
8292458529987016717,2018-09,91710.0,125.0
4831988987853936627,2018-09,111327.0,145.0
3724562776372632620,2018-09,70358.0,96.0
9127318190908282126,2018-09,89904.0,98.0
9184785003280841216,2018-09,404235.0,101.0
1117184216453911295,2018-09,92646.0,90.0
6091519986999196884,2018-09,90233.0,152.0
9086764557051796364,2018-09,388868.0,128.0
4714214581184951490,2018-09,225026.0,102.0
2535803443850893368,2018-09,272914.0,111.0
7141263195360679278,2018-09,388315.0,110.0
7986579715832156923,2018-09,123635.0,128.0
2407532237672094312,2018-09,104190.0,88.0
1533755281771668509,2018-09,408321.0,117.0
8623308321032624474,2018-09,381525.0,85.0
7442192566700924647,2018-09,180940.0,112.0
652740132671309295,2018-09,271104.0,94.0
7992317448197179816,2018-09,76984.0,135.0
4079447215339975026,2018-09,32654.0,107.0
2369364892942408355,2018-09,676068.0,120.0
6325701146112164499,2018-09,251599.0,86.0
7838728548369705327,2018-09,22376.0,0.0
6204723742351094322,2018-09,610955.0,79.0
1192810733461560329,2018-09,190793.0,90.0
9038299527164672091,2018-09,227215.0,109.0
9098842671739010918,2018-09,829531.0,111.0
2532435113844289043,2018-09,490082.0,90.0
1741049493106216406,2018-09,229257.0,83.0
1492506290963489177,2018-09,171666.0,117.0
8889055492416898333,2018-09,147279.0,133.0
7444686668183702737,2018-09,355111.0,127.0
3027683745465216663,2018-09,616888.0,106.0
3281818438120834833,2018-09,110353.0,94.0
5752688018135006198,2018-09,136211.0,109.0
798425422240919854,2018-09,108923.0,106.0
4995679129936981612,2018-09,132820.0,128.0
1182975716201409626,2018-09,193037.0,94.0
5274777191770957761,2018-09,119453.0,130.0
5487870288449327165,2018-09,233225.0,119.0
6098833389547425063,2018-09,83841.0,112.0
7848910047105468475,2018-09,529174.0,116.0
5166128847048245697,2018-09,107189.0,111.0
4532469127306079736,2018-09,131563.0,102.0
7870373680211625064,2018-09,125616.0,92.0
3832944730982767714,2018-09,416183.0,114.0
5255460548789019114,2018-09,240477.0,101.0
8382418367191468432,2018-09,251608.0,110.0
780065359501679358,2018-09,487791.0,110.0
5893903674205161232,2018-09,106047.0,100.0
2408009918678280470,2018-09,65649.0,103.0
524026009392362402,2018-09,375674.0,76.0
5635781225931111684,2018-09,520400.0,94.0
6681781879793693802,2018-09,96675.0,136.0
8255085612985072878,2018-09,465597.0,125.0
717981637594591016,2018-09,253695.0,113.0
3195023578711095555,2018-09,285441.0,106.0
6349142675790687765,2018-09,379273.0,131.0
8548612698724688238,2018-09,467583.0,128.0
2020646654269061959,2018-09,388240.0,99.0
8909740532547211288,2018-09,653898.0,111.0
7330131219998265639,2018-09,59383.0,104.0
8196449005061156808,2018-09,44713.0,97.0
8522044805243541048,2018-09,192452.0,87.0
4704345573576551103,2018-09,19148.0,90.0
1266005398529207853,2018-09,128940.0,104.0
7613717984547031729,2018-09,312436.0,120.0
8779038337925278543,2018-09,611133.0,126.0
1748142500108801439,2018-09,632352.0,79.0
2805743565496207618,2018-09,464525.0,113.0
3306590223632993094,2018-09,376328.0,98.0
1088268935649917461,2018-09,280349.0,116.0
2032592272238235730,2018-09,79719.0,84.0
8083157716178259762,2018-09,801078.0,121.0
1610763516326092136,2018-09,94927.0,86.0
5692263270628375692,2018-09,132888.0,112.0
3135499551958202113,2018-09,355870.0,97.0
7176848230239877915,2018-09,280619.0,123.0
8198518259946944874,2018-09,326166.0,138.0
1156082905751962591,2018-09,16799.0,108.0
6633838062940819075,2018-09,55219.0,106.0
2179772649873197365,2018-09,418754.0,128.0
7686361238195690925,2018-09,314399.0,123.0
1977574645216036803,2018-09,553341.0,104.0
4566920105008626302,2018-09,430868.0,80.0
5029701292539093910,2018-09,288890.0,99.0
8843432852270832388,2018-09,73135.0,110.0
5047610560952554261,2018-09,74203.0,94.0
3997247264680905799,2018-09,798645.0,132.0
4342146186255136598,2018-09,45110.0,102.0
7707459425750676368,2018-09,128192.0,127.0
1177363334134147131,2018-09,28516.0,0.0
1423952977138155129,2018-09,503349.0,107.0
3258345688897172820,2018-09,476819.0,121.0
8623308321032624474,2018-10,199667.0,86.0
5611787644735474299,2018-10,1215737.0,119.0
3118152790263512426,2018-10,105628.0,87.0
5465001651966355821,2018-10,65318.0,99.0
8382418367191468432,2018-10,201641.0,112.0
6927178425683104769,2018-10,51932.0,123.0
3472934456083131714,2018-10,37683.0,93.0
683445437387317282,2018-10,96407.0,103.0
382095722273502031,2018-10,391468.0,79.0
4347826483121154490,2018-10,385234.0,92.0
6368582840625614207,2018-10,120574.0,99.0
5761480994209806499,2018-10,295951.0,125.0
4556737702757145073,2018-10,242774.0,103.0
4530631557358349711,2018-10,138126.0,96.0
8646472172649019955,2018-10,137602.0,118.0
6617479989097680138,2018-10,126322.0,135.0
9206030810342980458,2018-10,522110.0,86.0
499242942549937267,2018-10,195950.0,122.0
7325545718770538459,2018-10,143222.0,122.0
7920896580423665241,2018-10,344617.0,108.0
7395696797140470088,2018-10,576435.0,130.0
6030285068945261052,2018-10,214445.0,90.0
5225029212547588718,2018-10,161928.0,107.0
4679462479444735708,2018-10,417775.0,129.0
2763141362035716801,2018-10,188677.0,85.0
2619109825960703851,2018-10,97883.0,106.0
5122095358293179297,2018-10,45412.0,113.0
8596605705893456305,2018-10,174917.0,116.0
2397171153213063761,2018-10,208861.0,87.0
792560389712312178,2018-10,712360.0,105.0
7963861799566207637,2018-10,180806.0,138.0
3025708129948185495,2018-10,201646.0,118.0
324916756972236008,2018-10,359690.0,96.0
6941381638534728190,2018-10,553583.0,110.0
252206310123393284,2018-10,126440.0,71.0
6759864637454708017,2018-10,640789.0,119.0
1192891347324061812,2018-10,44691.0,86.0
4661684997487171886,2018-10,426565.0,141.0
1661240395903230676,2018-10,236447.0,93.0
1003144834589372198,2018-10,310030.0,98.0
6926309382371178621,2018-10,276535.0,103.0
7085295800541340563,2018-10,266750.0,90.0
1088521227159442264,2018-10,248774.0,96.0
6581944844073678685,2018-10,404906.0,132.0
5274777191770957761,2018-10,267139.0,129.0
2634859679238614382,2018-10,600765.0,119.0
4749976982519957792,2018-10,92155.0,146.0
8716163053080758848,2018-10,330009.0,111.0
3386019519917828299,2018-10,86618.0,122.0
6964108750473070287,2018-10,234914.0,105.0
6091519986999196884,2018-10,306990.0,146.0
3135499551958202113,2018-10,400175.0,99.0
3045840317107313913,2018-10,45507.0,82.0
9108733472015251498,2018-10,59902.0,100.0
4183921942053157552,2018-10,499688.0,97.0
4071158585850879204,2018-10,254207.0,114.0
2335982750277990437,2018-10,445309.0,120.0
4317696664583463091,2018-10,141285.0,119.0
3660744270380078352,2018-10,178218.0,98.0
5635781225931111684,2018-10,672772.0,100.0
4335865859049992260,2018-10,268707.0,125.0
2201150681962815877,2018-10,220028.0,99.0
7910340581026492945,2018-10,74984.0,97.0
2451708306555441014,2018-10,200698.0,84.0
4724876423989598202,2018-10,136336.0,121.0
5897410907783139228,2018-10,198236.0,121.0
2347028805684088098,2018-10,466746.0,117.0
2768068015169423097,2018-10,273632.0,104.0
7751080728852739823,2018-10,110977.0,121.0
3093415403379897112,2018-10,138742.0,97.0
8724731934863284019,2018-10,326627.0,108.0
4045739494965095560,2018-10,92349.0,120.0
3218226066162129945,2018-10,108533.0,94.0
1536087798470875922,2018-10,1007924.0,118.0
5893903674205161232,2018-10,264500.0,92.0
1617695035450525647,2018-10,339699.0,103.0
8245393384938410770,2018-10,587839.0,105.0
1078687383992817574,2018-10,491541.0,134.0
7816319470107777265,2018-10,563902.0,116.0
2606594191222500726,2018-10,324672.0,86.0
7231408738455755015,2018-10,371105.0,97.0
2083323809219952960,2018-10,883110.0,101.0
8015571584405428572,2018-10,231613.0,103.0
3192341047315717823,2018-10,308139.0,92.0
3977861004707764824,2018-10,163802.0,112.0
5358243820364010940,2018-10,65784.0,84.0
2128970218770090704,2018-10,93001.0,88.0
3275327267689584006,2018-10,339273.0,115.0
7848910047105468475,2018-10,1785.0,107.0
8350724667410677464,2018-10,406306.0,106.0
6754039979151386401,2018-10,283851.0,110.0
6582676833651678345,2018-10,220267.0,120.0
1551531256789550891,2018-10,673326.0,105.0
5460280878923715699,2018-10,401074.0,121.0
8198518259946944874,2018-10,210562.0,139.0
665505091521986356,2018-10,1189313.0,101.0
7541360189313243820,2018-10,137110.0,92.0
459290606780222306,2018-10,402617.0,90.0
4495170040746508204,2018-10,459280.0,91.0
8503092146854371576,2018-10,177273.0,102.0
4995217181024687397,2018-10,95696.0,121.0
5029701292539093910,2018-10,340175.0,94.0
2092588065958607289,2018-10,62729.0,123.0
