ID_CLIENTE,SAFRA_REF,INADIMPLENTE
1269153452773908541,2021-10,0.15837958
1269153452773908541,2021-11,0.15837958
1272921915900711149,2021-07,0.15837958
1272921915900711149,2021-08,0.15837958
1272921915900711149,2021-09,0.15837958
1272921915900711149,2021-10,0.16063406
1273229638516517354,2021-07,0.15837958
1273229638516517354,2021-09,0.15837958
1273229638516517354,2021-10,0.15837958
1276604410881911401,2021-07,0.20973614
1276604410881911401,2021-08,0.20973614
1276604410881911401,2021-09,0.20973614
1276604410881911401,2021-10,0.20973614
1276604410881911401,2021-11,0.17654797
1285245417998627607,2021-08,0.19649352
1292049196559782171,2021-07,0.15837958
1292049196559782171,2021-08,0.15837958
1292049196559782171,2021-09,0.15837958
1292049196559782171,2021-10,0.1628143
1292049196559782171,2021-11,0.15837958
1299146298565441811,2021-07,0.15837958
1299146298565441811,2021-08,0.16063406
1299146298565441811,2021-09,0.15837958
1299146298565441811,2021-10,0.17310782
1299146298565441811,2021-11,0.15837958
1308019675417057675,2021-07,0.17476293
1308019675417057675,2021-08,0.17310782
1308019675417057675,2021-09,0.17476293
1308019675417057675,2021-10,0.17473453
1308019675417057675,2021-11,0.17458105
1311488706225587300,2021-10,0.16293065
1329553496073467331,2021-07,0.15837958
1329553496073467331,2021-08,0.15837958
1329553496073467331,2021-10,0.15837958
1334091158016312155,2021-08,0.15837958
1334091158016312155,2021-09,0.15837958
1343530446996409207,2021-07,0.16940486
1343530446996409207,2021-08,0.17396568
1343530446996409207,2021-09,0.17396568
1343530446996409207,2021-10,0.16940486
1343530446996409207,2021-11,0.16063406
1357573192598249600,2021-07,0.15837958
1357573192598249600,2021-08,0.15837958
1357573192598249600,2021-09,0.15837958
1366416810235233769,2021-07,0.1628143
1366416810235233769,2021-08,0.15837958
1366416810235233769,2021-10,0.15837958
1366416810235233769,2021-11,0.17310782
1368430815953333691,2021-07,0.17310782
1368430815953333691,2021-08,0.16262493
1368430815953333691,2021-09,0.16262493
1368430815953333691,2021-10,0.17654797
1396078312562623766,2021-08,0.16262493
1396078312562623766,2021-09,0.16262493
1396078312562623766,2021-11,0.16262493
1414132620714431952,2021-08,0.16293065
1414132620714431952,2021-09,0.17654797
1420529738304793615,2021-10,0.17310782
1420529738304793615,2021-11,0.16262493
1423952977138155129,2021-07,0.15837958
1423952977138155129,2021-08,0.15837958
1423952977138155129,2021-09,0.15837958
1423952977138155129,2021-10,0.15837958
1430896989654626045,2021-07,0.15837958
1430896989654626045,2021-08,0.15837958
1430896989654626045,2021-09,0.15837958
1430896989654626045,2021-11,0.16987595
1454789421854453615,2021-07,0.18030155
1454789421854453615,2021-08,0.18030155
1454789421854453615,2021-09,0.18641025
1454789421854453615,2021-10,0.17291832
1454789421854453615,2021-11,0.17708166
1462395707491634845,2021-09,0.1664648
1462395707491634845,2021-11,0.17804419
1467843186411742274,2021-07,0.18709072
1467843186411742274,2021-08,0.15837958
1467843186411742274,2021-09,0.15837958
1467843186411742274,2021-10,0.15837958
1467843186411742274,2021-11,0.15837958
1477629972594346481,2021-07,0.17692906
1477629972594346481,2021-08,0.17396568
1477629972594346481,2021-09,0.15837958
1477629972594346481,2021-10,0.16063406
1477629972594346481,2021-11,0.15837958
15070048310374146,2021-07,0.16262493
15070048310374146,2021-09,0.16262493
15070048310374146,2021-10,0.17310782
1507697130807703164,2021-07,0.15837958
1507697130807703164,2021-08,0.15837958
1507697130807703164,2021-09,0.15837958
1507697130807703164,2021-11,0.15837958
1533755281771668509,2021-08,0.16262493
1533755281771668509,2021-10,0.16262493
1533755281771668509,2021-11,0.17310782
1536087798470875922,2021-07,0.19129209
1536087798470875922,2021-08,0.18985896
1536087798470875922,2021-09,0.17692906
1536087798470875922,2021-10,0.17396568
1536087798470875922,2021-11,0.16262493
1543875954928694094,2021-07,0.15837958
1543875954928694094,2021-08,0.16192915
1543875954928694094,2021-09,0.16589142
1543875954928694094,2021-10,0.16192915
1543875954928694094,2021-11,0.15837958
1551531256789550891,2021-07,0.15837958
1551531256789550891,2021-09,0.17291832
1551531256789550891,2021-10,0.16940486
1551531256789550891,2021-11,0.15837958
1553628056929342565,2021-07,0.16589142
1553628056929342565,2021-08,0.17476293
1553628056929342565,2021-09,0.16063406
1579681122696922043,2021-07,0.1729366
1579681122696922043,2021-08,0.17310782
1611146298923153842,2021-08,0.17310782
1611146298923153842,2021-09,0.17773698
1611146298923153842,2021-10,0.17310782
1611146298923153842,2021-11,0.16262493
1613152204777372951,2021-07,0.15837958
1613152204777372951,2021-08,0.15837958
1613152204777372951,2021-09,0.15837958
1616952665234409442,2021-07,0.17476293
1616952665234409442,2021-08,0.17697631
1616952665234409442,2021-09,0.17310782
1616952665234409442,2021-10,0.18030155
1616952665234409442,2021-11,0.17310782
1617695035450525647,2021-07,0.1628143
1617695035450525647,2021-08,0.1628143
1617695035450525647,2021-09,0.15837958
1617695035450525647,2021-10,0.1628143
1617695035450525647,2021-11,0.15837958
1637960623843047520,2021-07,0.2047855
1637960623843047520,2021-08,0.17654797
1637960623843047520,2021-09,0.17654797
1637960623843047520,2021-10,0.17654797
165658847908185334,2021-07,0.16262493
165658847908185334,2021-10,0.16262493
1661240395903230676,2021-07,0.17542766
1661240395903230676,2021-08,0.16251177
1661240395903230676,2021-09,0.17310782
1661240395903230676,2021-10,0.17310782
1661240395903230676,2021-11,0.17476293
1668564607105585557,2021-09,0.17777513
1674864668198542837,2021-07,0.23284136
1678680306005074426,2021-07,0.15837958
1678680306005074426,2021-11,0.15837958
1683619849073499603,2021-07,0.15837958
1683619849073499603,2021-08,0.15837958
1683619849073499603,2021-09,0.15837958
1683619849073499603,2021-10,0.15837958
1683619849073499603,2021-11,0.17396568
1687017009357941608,2021-08,0.17654797
1696462947583294958,2021-07,0.15837958
1696462947583294958,2021-08,0.15837958
1696462947583294958,2021-09,0.17310782
1696462947583294958,2021-10,0.15837958
1696462947583294958,2021-11,0.15837958
1698828605814171242,2021-07,0.15837958
1698828605814171242,2021-08,0.17310782
1698828605814171242,2021-09,0.16940486
1698828605814171242,2021-10,0.16940486
170089315547146305,2021-07,0.16887696
170089315547146305,2021-08,0.17509305
170089315547146305,2021-09,0.17349422
170089315547146305,2021-10,0.17349422
170089315547146305,2021-11,0.15837958
1708019696828098378,2021-08,0.19630325
1708019696828098378,2021-10,0.17396568
1708019696828098378,2021-11,0.15837958
1711114950158155307,2021-07,0.15837958
1712483726555581515,2021-11,0.15837958
1717812527056208209,2021-07,0.17654797
1717812527056208209,2021-09,0.17654797
1717812527056208209,2021-10,0.17654797
1717812527056208209,2021-11,0.16293065
1735718258017802778,2021-10,0.15837958
1738460583932152602,2021-11,0.23154692
1741049493106216406,2021-07,0.23154692
1741049493106216406,2021-08,0.22522627
1741049493106216406,2021-09,0.15837958
1741049493106216406,2021-11,0.15837958
1748142500108801439,2021-10,0.16293065
175003104385133396,2021-07,0.17310782
175003104385133396,2021-09,0.15837958
175003104385133396,2021-10,0.17310782
175003104385133396,2021-11,0.15837958
1757249986361236700,2021-08,0.16262493
1767360303789815418,2021-11,0.16536395
1778014915038250584,2021-07,0.16192915
1778014915038250584,2021-08,0.16940486
1778014915038250584,2021-09,0.15837958
1788369195969129749,2021-07,0.15837958
1788369195969129749,2021-08,0.15837958
1788369195969129749,2021-09,0.15837958
1788369195969129749,2021-10,0.16063406
1788369195969129749,2021-11,0.15837958
180672270337706285,2021-07,0.23184714
180672270337706285,2021-08,0.17654797
180672270337706285,2021-09,0.17654797
180672270337706285,2021-10,0.17760015
1827463638348028912,2021-08,0.15837958
1864367736036633256,2021-07,0.17760015
187117706370645370,2021-07,0.17476293
187117706370645370,2021-08,0.17476293
187117706370645370,2021-09,0.17375131
187117706370645370,2021-10,0.17396568
187117706370645370,2021-11,0.17476293
18719614953021044,2021-08,0.16262493
18719614953021044,2021-09,0.16615376
1874361799315286610,2021-11,0.15837958
1874387298050692165,2021-07,0.16063406
1874387298050692165,2021-09,0.15837958
1874387298050692165,2021-10,0.16536395
1891145854263312840,2021-07,0.17760015
1891145854263312840,2021-08,0.17310782
1891145854263312840,2021-11,0.16262493
191536915328669008,2021-07,0.18669097
1945147145527703963,2021-07,0.15837958
1945147145527703963,2021-08,0.15837958
1951407691087813358,2021-07,0.15837958
1951407691087813358,2021-08,0.15837958
1951407691087813358,2021-09,0.15837958
1951407691087813358,2021-10,0.17310782
1951407691087813358,2021-11,0.15837958
1953058402621337677,2021-07,0.16987595
1953058402621337677,2021-08,0.16987595
1953058402621337677,2021-09,0.16063406
1953058402621337677,2021-10,0.16589142
1956406515279457110,2021-08,0.22468238
1956406515279457110,2021-09,0.17476293
1956406515279457110,2021-10,0.17310782
1956406515279457110,2021-11,0.17310782
1958660709350677213,2021-07,0.17310782
1958660709350677213,2021-08,0.17654797
1958660709350677213,2021-09,0.17654797
1958660709350677213,2021-10,0.17654797
1958660709350677213,2021-11,0.16293065
1963239178085807816,2021-10,0.15837958
1963239178085807816,2021-11,0.15837958
1977574645216036803,2021-07,0.17310782
1977574645216036803,2021-08,0.17310782
1977574645216036803,2021-09,0.15837958
1977574645216036803,2021-11,0.15837958
1997130697107291654,2021-08,0.17310782
1997130697107291654,2021-10,0.17310782
1997130697107291654,2021-11,0.16262493
1998941557906036376,2021-07,0.15837958
1998941557906036376,2021-08,0.15837958
1998941557906036376,2021-09,0.15837958
1998941557906036376,2021-10,0.15837958
1998941557906036376,2021-11,0.16063406
2003221759676247813,2021-08,0.15837958
2003221759676247813,2021-10,0.15837958
2003221759676247813,2021-11,0.15837958
2006188298374001315,2021-07,0.15837958
2006188298374001315,2021-08,0.15837958
2006188298374001315,2021-09,0.15837958
2006188298374001315,2021-10,0.15837958
2006188298374001315,2021-11,0.15837958
2012477868296377155,2021-07,0.17654797
2012477868296377155,2021-08,0.17751545
2012477868296377155,2021-09,0.16293065
2012477868296377155,2021-10,0.17654797
2022367282554149730,2021-07,0.15837958
2022367282554149730,2021-08,0.1628143
2022367282554149730,2021-09,0.15837958
2022367282554149730,2021-10,0.1628143
2022367282554149730,2021-11,0.15837958
2025898153078562640,2021-10,0.16262493
2025898153078562640,2021-11,0.16262493
2032592272238235730,2021-08,0.15837958
2032592272238235730,2021-09,0.15837958
2032592272238235730,2021-10,0.16063406
2032592272238235730,2021-11,0.17476293
2033394215069562776,2021-07,0.1628143
2033394215069562776,2021-08,0.15837958
2033394215069562776,2021-09,0.15837958
2033394215069562776,2021-10,0.15837958
2033394215069562776,2021-11,0.15837958
2083323809219952960,2021-07,0.18030155
2083323809219952960,2021-08,0.18030155
2083323809219952960,2021-09,0.17542371
2083323809219952960,2021-10,0.18030155
2083323809219952960,2021-11,0.17476293
2088532321693492263,2021-07,0.15837958
2088532321693492263,2021-08,0.17396568
2088532321693492263,2021-09,0.17310782
2088532321693492263,2021-10,0.15837958
2092588065958607289,2021-07,0.1628143
2092588065958607289,2021-08,0.1628143
2092588065958607289,2021-09,0.1628143
2092588065958607289,2021-10,0.15837958
2092588065958607289,2021-11,0.1628143
209477776078372134,2021-07,0.17476293
2106875407768047316,2021-07,0.15837958
2106875407768047316,2021-09,0.15837958
2106875407768047316,2021-10,0.17310782
2106875407768047316,2021-11,0.17310782
2119292203323657032,2021-07,0.15837958
2119292203323657032,2021-08,0.16262493
2119292203323657032,2021-09,0.17476293
2119292203323657032,2021-10,0.17476293
2123312420728961012,2021-10,0.15837958
2123312420728961012,2021-11,0.15837958
2128970218770090704,2021-07,0.15837958
2128970218770090704,2021-08,0.15837958
2128970218770090704,2021-09,0.1628143
2128970218770090704,2021-10,0.15837958
2128970218770090704,2021-11,0.15837958
2179772649873197365,2021-07,0.18145816
2179772649873197365,2021-10,0.17777513
2191990606593345695,2021-07,0.17476293
2191990606593345695,2021-08,0.17476293
2191990606593345695,2021-10,0.17310782
2191990606593345695,2021-11,0.17310782
2201150681962815877,2021-07,0.17310782
2201150681962815877,2021-08,0.17310782
2201150681962815877,2021-09,0.17476293
2201150681962815877,2021-10,0.17760015
2201150681962815877,2021-11,0.17310782
2208316821038817776,2021-10,0.16293065
2209806355660046187,2021-07,0.15837958
2209806355660046187,2021-08,0.15837958
2209806355660046187,2021-10,0.15837958
2209806355660046187,2021-11,0.15837958
2214132103234633622,2021-07,0.17408387
2214132103234633622,2021-08,0.17473453
2214132103234633622,2021-09,0.17408387
2214132103234633622,2021-10,0.17542371
2214132103234633622,2021-11,0.19072673
2233850024349336054,2021-09,0.17654797
2250817603281429928,2021-07,0.15837958
2250817603281429928,2021-08,0.15837958
2250817603281429928,2021-09,0.15837958
2250817603281429928,2021-10,0.15837958
226405871752897670,2021-07,0.15837958
226405871752897670,2021-08,0.15837958
226405871752897670,2021-09,0.15837958
226405871752897670,2021-11,0.15837958
2278650548373578523,2021-10,0.16262493
2278650548373578523,2021-11,0.16262493
2290083177086946553,2021-07,0.15837958
2290083177086946553,2021-08,0.15837958
2290083177086946553,2021-09,0.15837958
2290083177086946553,2021-10,0.15837958
2290083177086946553,2021-11,0.15837958
2302464746243069589,2021-07,0.17310782
2302464746243069589,2021-08,0.15837958
2302464746243069589,2021-09,0.15837958
2302464746243069589,2021-10,0.15837958
2302464746243069589,2021-11,0.15837958
2307201111381758912,2021-08,0.15837958
2307201111381758912,2021-09,0.15837958
2307201111381758912,2021-11,0.15837958
2308217045093677129,2021-07,0.15837958
2308217045093677129,2021-08,0.15837958
2308217045093677129,2021-10,0.15837958
2308217045093677129,2021-11,0.15837958
2310272650667756227,2021-10,0.18806922
2322847438374159400,2021-07,0.15837958
2322847438374159400,2021-09,0.15837958
2322847438374159400,2021-10,0.15837958
2333404192508932057,2021-07,0.17530479
2333404192508932057,2021-08,0.16940486
2333404192508932057,2021-09,0.17967838
2333404192508932057,2021-10,0.18708785
2333404192508932057,2021-11,0.16262493
2335982750277990437,2021-07,0.17654797
2335982750277990437,2021-08,0.17654797
2335982750277990437,2021-09,0.16293065
2346482557594782345,2021-07,0.15837958
2346482557594782345,2021-08,0.15837958
2346482557594782345,2021-09,0.1628143
2346482557594782345,2021-10,0.1628143
2346482557594782345,2021-11,0.15837958
2347028805684088098,2021-07,0.17396568
2347028805684088098,2021-08,0.18133481
2347028805684088098,2021-09,0.1799597
2347028805684088098,2021-10,0.17760015
2347028805684088098,2021-11,0.17476293
234898976850399181,2021-07,0.15837958
234898976850399181,2021-08,0.16063406
234898976850399181,2021-09,0.15837958
234898976850399181,2021-10,0.17310782
234898976850399181,2021-11,0.15837958
2369364892942408355,2021-11,0.16293065
2371917341091102894,2021-07,0.17396568
2371917341091102894,2021-08,0.16063406
2371917341091102894,2021-09,0.16063406
2371917341091102894,2021-10,0.16940486
2377020220794016532,2021-07,0.15837958
2377020220794016532,2021-08,0.15837958
2380458252615213706,2021-07,0.17654797
2380458252615213706,2021-08,0.16293065
2380458252615213706,2021-09,0.20205899
2380458252615213706,2021-10,0.17654797
2382123267535341265,2021-07,0.2028431
2382123267535341265,2021-08,0.20055658
2382123267535341265,2021-09,0.17310782
2382123267535341265,2021-10,0.17310782
2386535178006664233,2021-08,0.21481933
238894451665334246,2021-11,0.16262493
2397171153213063761,2021-07,0.1628143
2397171153213063761,2021-08,0.1628143
2397171153213063761,2021-09,0.1628143
2397171153213063761,2021-10,0.1628143
2397171153213063761,2021-11,0.1628143
2407532237672094312,2021-07,0.15837958
2407532237672094312,2021-08,0.17396568
2407532237672094312,2021-09,0.16589142
2407532237672094312,2021-10,0.1704438
2407532237672094312,2021-11,0.15837958
2408009918678280470,2021-07,0.1628143
2408009918678280470,2021-08,0.1628143
2408009918678280470,2021-09,0.1628143
2408009918678280470,2021-10,0.1628143
2408009918678280470,2021-11,0.15837958
2432667449154431819,2021-09,0.17951457
2439954154030259398,2021-07,0.16792159
2439954154030259398,2021-10,0.17613892
2439954154030259398,2021-11,0.16792159
2444743522510084109,2021-07,0.1664648
2444743522510084109,2021-09,0.1789065
2451708306555441014,2021-07,0.17476293
2451708306555441014,2021-08,0.17443636
2451708306555441014,2021-09,0.17408387
2451708306555441014,2021-10,0.17310782
2451708306555441014,2021-11,0.16579883
2455576782104041698,2021-07,0.17396568
2455576782104041698,2021-08,0.15837958
2455576782104041698,2021-09,0.15837958
2455576782104041698,2021-11,0.18718584
2466177460692220853,2021-08,0.15837958
2467590416042313927,2021-07,0.15837958
2467590416042313927,2021-08,0.15837958
2467590416042313927,2021-10,0.15837958
2467590416042313927,2021-11,0.15837958
2493305884832539159,2021-07,0.17310782
2493305884832539159,2021-08,0.16262493
2493305884832539159,2021-09,0.17310782
2493305884832539159,2021-10,0.17310782
2493688222671282470,2021-07,0.17396568
2493688222671282470,2021-08,0.16940486
2493688222671282470,2021-09,0.16589142
2493688222671282470,2021-10,0.16063406
2493688222671282470,2021-11,0.16063406
2499050168966442376,2021-08,0.17804419
2499050168966442376,2021-09,0.19801548
2508429106201166689,2021-08,0.15837958
2508429106201166689,2021-09,0.16887696
2508429106201166689,2021-10,0.16887696
2508429106201166689,2021-11,0.15837958
2530707686830644666,2021-07,0.17697631
2530707686830644666,2021-08,0.16940486
2530707686830644666,2021-09,0.16940486
2530707686830644666,2021-10,0.16251177
2532435113844289043,2021-07,0.17349422
2532435113844289043,2021-08,0.176439
2532435113844289043,2021-09,0.17349422
2532435113844289043,2021-10,0.17509305
2532435113844289043,2021-11,0.15837958
2535803443850893368,2021-07,0.17310782
2535803443850893368,2021-08,0.15837958
2535803443850893368,2021-09,0.18806922
2535803443850893368,2021-10,0.15837958
2535803443850893368,2021-11,0.15837958
2549266739079962864,2021-09,0.22636288
2550506309527280168,2021-10,0.17310782
2554972344348383830,2021-07,0.15837958
2554972344348383830,2021-11,0.15837958
255928150711119413,2021-09,0.17951457
257162352336759783,2021-07,0.15837958
257162352336759783,2021-08,0.15837958
257162352336759783,2021-09,0.15837958
257162352336759783,2021-10,0.15837958
257162352336759783,2021-11,0.15837958
2573553293518763494,2021-09,0.1628143
2573553293518763494,2021-10,0.15837958
2573553293518763494,2021-11,0.15837958
2598475569074240783,2021-08,0.16063406
2598475569074240783,2021-10,0.15837958
2598475569074240783,2021-11,0.16063406
2619109825960703851,2021-08,0.17310782
2619109825960703851,2021-09,0.17476293
2619109825960703851,2021-10,0.17310782
2619109825960703851,2021-11,0.17476293
2634859679238614382,2021-07,0.1628143
2634859679238614382,2021-08,0.17396568
2634859679238614382,2021-09,0.1628143
2634859679238614382,2021-10,0.15837958
2634859679238614382,2021-11,0.15837958
2645324649046215594,2021-07,0.1799597
2645324649046215594,2021-08,0.17473453
2645324649046215594,2021-09,0.17396568
2645324649046215594,2021-10,0.17476293
2645324649046215594,2021-11,0.17396568
2658946240987854807,2021-07,0.15837958
2658946240987854807,2021-08,0.15837958
2658946240987854807,2021-09,0.15837958
2658946240987854807,2021-10,0.17310782
2658946240987854807,2021-11,0.15837958
2677901391425651891,2021-07,0.16262493
2677901391425651891,2021-11,0.16262493
2678966409665050034,2021-07,0.17624724
2678966409665050034,2021-08,0.16262493
2678966409665050034,2021-09,0.17476293
2678966409665050034,2021-10,0.17654797
2678966409665050034,2021-11,0.17310782
2687720147676132707,2021-08,0.15837958
2687720147676132707,2021-09,0.15837958
2687720147676132707,2021-10,0.15837958
2687720147676132707,2021-11,0.15837958
2694466161223698243,2021-07,0.17310782
271068078606473697,2021-07,0.15837958
271068078606473697,2021-10,0.15837958
271068078606473697,2021-11,0.15837958
2726314736140152277,2021-07,0.22690174
2735662700719640627,2021-07,0.15837958
2735662700719640627,2021-08,0.15837958
2735662700719640627,2021-09,0.15837958
2735662700719640627,2021-10,0.15837958
2735662700719640627,2021-11,0.15837958
274692171162531764,2021-07,0.23190309
274692171162531764,2021-08,0.23190309
274692171162531764,2021-09,0.23190309
274692171162531764,2021-10,0.23801142
2763141362035716801,2021-07,0.15837958
2763141362035716801,2021-08,0.15837958
2763141362035716801,2021-09,0.15837958
2763141362035716801,2021-10,0.15837958
2763141362035716801,2021-11,0.15837958
2768068015169423097,2021-07,0.17760015
2768068015169423097,2021-08,0.17310782
2768068015169423097,2021-10,0.17310782
2771214050521171719,2021-07,0.15837958
2771214050521171719,2021-08,0.15837958
2771214050521171719,2021-09,0.17476293
2771214050521171719,2021-10,0.15837958
2771214050521171719,2021-11,0.15837958
2772135008486239291,2021-07,0.16940486
2772135008486239291,2021-08,0.23259935
2772135008486239291,2021-09,0.17416641
2772135008486239291,2021-10,0.17396568
2773493808492482979,2021-08,0.17310782
2773493808492482979,2021-09,0.16940486
2773493808492482979,2021-10,0.17310782
2778852475840838977,2021-07,0.16262493
2778852475840838977,2021-08,0.17654797
2780030912070252968,2021-08,0.15837958
2780030912070252968,2021-09,0.15837958
2780030912070252968,2021-10,0.15837958
2780030912070252968,2021-11,0.15837958
2785178201607654410,2021-08,0.1879466
2785178201607654410,2021-10,0.15837958
2805743565496207618,2021-08,0.16262493
2805743565496207618,2021-09,0.17310782
2808145376905474927,2021-07,0.17396568
2808145376905474927,2021-08,0.15837958
2808145376905474927,2021-09,0.15837958
2808145376905474927,2021-10,0.15837958
2808145376905474927,2021-11,0.16063406
2814790209436551216,2021-07,0.15837958
2814790209436551216,2021-08,0.15837958
2814790209436551216,2021-09,0.15837958
2814790209436551216,2021-10,0.15837958
2819054834565698513,2021-07,0.15837958
2819054834565698513,2021-08,0.15837958
2819054834565698513,2021-09,0.15837958
2819054834565698513,2021-10,0.15837958
2819054834565698513,2021-11,0.15837958
2870813069335519467,2021-08,0.17310782
2870813069335519467,2021-09,0.17654797
2870813069335519467,2021-10,0.16262493
287529573188507001,2021-07,0.15837958
287529573188507001,2021-10,0.15837958
2900002014851776114,2021-07,0.17310782
2900002014851776114,2021-09,0.16940486
2900002014851776114,2021-10,0.16940486
2900002014851776114,2021-11,0.15837958
2903869860445366876,2021-07,0.15837958
2903869860445366876,2021-08,0.15837958
2903869860445366876,2021-09,0.16063406
2903869860445366876,2021-10,0.15837958
2903869860445366876,2021-11,0.15837958
2929243640075785940,2021-07,0.1628143
2929243640075785940,2021-08,0.15837958
2929243640075785940,2021-09,0.15837958
2929243640075785940,2021-10,0.15837958
2929243640075785940,2021-11,0.15837958
2943087245123311166,2021-07,0.1704438
2943087245123311166,2021-08,0.15837958
2943087245123311166,2021-09,0.15837958
2943087245123311166,2021-10,0.15837958
2943087245123311166,2021-11,0.15837958
2951563549197799278,2021-07,0.15837958
2951563549197799278,2021-08,0.17310782
2951563549197799278,2021-09,0.15837958
2951563549197799278,2021-10,0.15837958
2951563549197799278,2021-11,0.15837958
295375823203017296,2021-07,0.15837958
295375823203017296,2021-08,0.15837958
295375823203017296,2021-09,0.15837958
295375823203017296,2021-10,0.15837958
295375823203017296,2021-11,0.15837958
