ID_CLIENTE,SAFRA_REF,DATA_EMISSAO_DOCUMENTO,DATA_VENCIMENTO,VALOR_A_PAGAR,TAXA
2407532237672094312,2021-07,2021-07-05,2021-07-21,62193.3,4.99
2407532237672094312,2021-07,2021-07-13,2021-07-29,25543.15,4.99
2407532237672094312,2021-07,2021-07-15,2021-08-02,20426.5,4.99
5635781225931111684,2021-07,2021-07-01,2021-07-19,46950.6,6.99
5635781225931111684,2021-07,2021-07-12,2021-07-28,41819.0,6.99
1235244772550233980,2021-07,2021-07-06,2021-07-26,77508.69,5.99
1235244772550233980,2021-07,2021-07-09,2021-07-27,56074.94,5.99
1235244772550233980,2021-07,2021-07-13,2021-08-03,21785.24,5.99
4365965554261111250,2021-07,2021-07-09,2021-08-02,126699.01,5.99
5162636608292907782,2021-07,2021-07-15,2021-08-06,149698.51,6.99
8248484932270772248,2021-07,2021-07-05,2021-07-21,118796.18,5.99
924957821424248698,2021-07,2021-07-08,2021-07-26,63382.5,8.99
924957821424248698,2021-07,2021-07-11,2021-07-27,42155.0,8.99
924957821424248698,2021-07,2021-07-13,2021-07-29,42304.95,8.99
6828316696355015040,2021-07,2021-07-02,2021-07-19,41301.0,8.99
8409181491723988567,2021-07,2021-07-01,2021-07-19,204291.99,6.99
8409181491723988567,2021-07,2021-07-05,2021-07-26,184269.31,6.99
8409181491723988567,2021-07,2021-07-06,2021-08-05,999.0,6.99
8409181491723988567,2021-07,2021-07-13,2021-08-03,183942.97,6.99
4532469127306079736,2021-07,2021-07-08,2021-07-26,29581.45,4.99
7664272163315705419,2021-07,2021-07-08,2021-07-27,63864.95,5.99
7664272163315705419,2021-07,2021-07-15,2021-08-02,26068.2,5.99
9206030810342980458,2021-07,2021-07-11,2021-07-27,89588.0,5.99
9206030810342980458,2021-07,2021-07-12,2021-07-28,50834.2,5.99
9206030810342980458,2021-07,2021-07-16,2021-08-02,115379.85,5.99
5810778736737569699,2021-07,2021-07-04,2021-07-20,94649.23,6.99
5810778736737569699,2021-07,2021-07-16,2021-08-03,40321.9,6.99
1366416810235233769,2021-07,2021-07-04,2021-07-20,112814.75,6.99
1366416810235233769,2021-07,2021-07-05,2021-07-21,128123.55,6.99
1366416810235233769,2021-07,2021-07-06,2021-07-22,69101.35,6.99
1366416810235233769,2021-07,2021-07-06,2021-08-05,935.5,6.99
1366416810235233769,2021-07,2021-07-12,2021-07-28,131185.19,6.99
1366416810235233769,2021-07,2021-07-16,2021-08-02,131635.05,6.99
8067924767167570288,2021-07,2021-07-07,2021-08-06,66180.0,5.99
7908414709866823255,2021-07,2021-07-06,2021-07-22,43161.5,8.99
7908414709866823255,2021-07,2021-07-07,2021-07-23,53349.8,8.99
7908414709866823255,2021-07,2021-07-13,2021-07-29,26744.4,8.99
7908414709866823255,2021-07,2021-07-14,2021-07-30,26744.4,8.99
8994944800097997361,2021-07,2021-07-08,2021-07-29,26144.23,8.99
8994944800097997361,2021-07,2021-07-13,2021-08-02,26596.21,8.99
6950439982480713649,2021-07,2021-07-01,2021-07-23,71086.72,6.99
6950439982480713649,2021-07,2021-07-09,2021-07-30,72278.84,6.99
8901696535927078963,2021-07,2021-07-02,2021-07-19,64410.0,5.99
8901696535927078963,2021-07,2021-07-04,2021-07-20,75762.0,5.99
8901696535927078963,2021-07,2021-07-04,2021-07-20,64410.0,5.99
8901696535927078963,2021-07,2021-07-08,2021-07-27,64410.0,5.99
8901696535927078963,2021-07,2021-07-11,2021-07-27,51616.8,5.99
8901696535927078963,2021-07,2021-07-13,2021-07-29,26997.25,5.99
8901696535927078963,2021-07,2021-07-15,2021-08-02,64070.85,5.99
6204723742351094322,2021-07,2021-07-06,2021-08-05,945.6,6.99
3095408468798675621,2021-07,2021-07-01,2021-07-19,45018.1,5.99
3095408468798675621,2021-07,2021-07-05,2021-07-22,45111.6,5.99
7722287846688771887,2021-07,2021-07-09,2021-07-26,96472.78,11.99
312543480920432545,2021-07,2021-07-06,2021-08-05,672.3,11.99
312543480920432545,2021-07,2021-07-11,2021-07-27,31931.68,11.99
312543480920432545,2021-07,2021-07-14,2021-07-30,45541.8,11.99
6394935036014530592,2021-07,2021-07-06,2021-07-22,131313.75,8.99
6394935036014530592,2021-07,2021-07-15,2021-08-02,49995.0,8.99
3281617395243454427,2021-07,2021-07-04,2021-07-29,41264.99,5.99
1115703227712697214,2021-07,2021-07-14,2021-08-03,22395.47,5.99
1115703227712697214,2021-07,2021-07-16,2021-08-09,22395.47,5.99
8185063234515056194,2021-07,2021-07-02,2021-07-19,123099.0,5.99
8185063234515056194,2021-07,2021-07-06,2021-07-22,82076.0,5.99
8185063234515056194,2021-07,2021-07-11,2021-07-27,61559.5,5.99
8185063234515056194,2021-07,2021-07-14,2021-07-30,126376.05,5.99
8185063234515056194,2021-07,2021-07-16,2021-08-02,39721.55,5.99
7492389223353246125,2021-07,2021-07-01,2021-08-16,93695.49,4.99
7492389223353246125,2021-07,2021-07-06,2021-08-05,1182.0,4.99
7492389223353246125,2021-07,2021-07-16,2021-08-30,20874.22,4.99
6217788509719675691,2021-07,2021-07-02,2021-07-22,198753.79,5.99
6217788509719675691,2021-07,2021-07-11,2021-07-27,109081.9,5.99
8716163053080758848,2021-07,2021-07-01,2021-07-19,40296.7,5.99
8716163053080758848,2021-07,2021-07-05,2021-07-21,20148.35,5.99
8716163053080758848,2021-07,2021-07-07,2021-07-23,24562.15,5.99
8716163053080758848,2021-07,2021-07-13,2021-07-29,73611.6,5.99
8716163053080758848,2021-07,2021-07-13,2021-07-29,20148.35,5.99
8716163053080758848,2021-07,2021-07-15,2021-08-03,40052.7,5.99
324916756972236008,2021-07,2021-07-04,2021-07-20,45344.5,6.99
324916756972236008,2021-07,2021-07-06,2021-08-05,799.0,6.99
324916756972236008,2021-07,2021-07-06,2021-07-22,123488.25,6.99
324916756972236008,2021-07,2021-07-13,2021-07-29,21032.5,6.99
324916756972236008,2021-07,2021-07-13,2021-07-29,123223.85,6.99
324916756972236008,2021-07,2021-07-15,2021-08-02,119635.4,6.99
7269781193318890653,2021-07,2021-07-01,2021-07-19,39360.9,5.99
7269781193318890653,2021-07,2021-07-04,2021-07-20,29520.68,5.99
6784879562354696650,2021-07,2021-07-06,2021-07-22,67363.0,4.99
8229446069655666941,2021-07,2021-07-05,2021-07-20,100.0,6.99
8229446069655666941,2021-07,2021-07-05,2021-07-20,18720.0,6.99
4972567100282306577,2021-07,2021-07-02,2021-07-27,41753.0,5.99
5864443060004179363,2021-07,2021-07-02,2021-07-19,57438.58,5.99
5864443060004179363,2021-07,2021-07-05,2021-07-22,143250.05,5.99
5864443060004179363,2021-07,2021-07-06,2021-08-05,999.0,5.99
5864443060004179363,2021-07,2021-07-09,2021-07-27,152316.45,5.99
5864443060004179363,2021-07,2021-07-14,2021-07-30,56538.6,5.99
2439954154030259398,2021-07,2021-07-13,2021-07-28,20343.51,11.99
8623308321032624474,2021-07,2021-07-01,2021-07-21,51525.75,8.99
8623308321032624474,2021-07,2021-07-06,2021-08-05,899.0,8.99
8623308321032624474,2021-07,2021-07-09,2021-07-29,30356.37,8.99
4524147234488547993,2021-07,2021-07-01,2021-07-19,82816.05,6.99
4524147234488547993,2021-07,2021-07-06,2021-07-22,82470.9,6.99
4524147234488547993,2021-07,2021-07-09,2021-07-26,54730.6,6.99
6987942592445950913,2021-07,2021-07-01,2021-07-19,91012.7,6.99
6987942592445950913,2021-07,2021-07-02,2021-07-19,112162.2,6.99
6987942592445950913,2021-07,2021-07-07,2021-07-23,65317.65,6.99
6987942592445950913,2021-07,2021-07-10,2021-07-27,65091.15,6.99
8684964138237894839,2021-07,2021-07-12,2021-08-17,61096.0,6.99
6582676833651678345,2021-07,2021-07-04,2021-07-20,173661.8,4.99
6582676833651678345,2021-07,2021-07-04,2021-07-20,141916.25,4.99
6582676833651678345,2021-07,2021-07-05,2021-07-21,101368.75,4.99
6582676833651678345,2021-07,2021-07-06,2021-07-22,173661.8,4.99
6582676833651678345,2021-07,2021-07-07,2021-07-23,173661.8,4.99
6582676833651678345,2021-07,2021-07-09,2021-07-26,173661.8,4.99
6582676833651678345,2021-07,2021-07-11,2021-07-27,50801.6,4.99
6582676833651678345,2021-07,2021-07-12,2021-07-28,98067.84,4.99
1036256411320325774,2021-07,2021-07-01,2021-07-21,148634.5,6.99
1036256411320325774,2021-07,2021-07-12,2021-08-02,19605.0,6.99
968199235777440720,2021-07,2021-07-02,2021-07-22,171241.06,6.99
968199235777440720,2021-07,2021-07-04,2021-07-26,171241.06,6.99
968199235777440720,2021-07,2021-07-04,2021-07-26,145266.08,6.99
968199235777440720,2021-07,2021-07-05,2021-07-26,171241.06,6.99
968199235777440720,2021-07,2021-07-08,2021-07-28,124385.13,6.99
968199235777440720,2021-07,2021-07-09,2021-07-29,171241.47,6.99
968199235777440720,2021-07,2021-07-15,2021-08-04,171241.06,6.99
968199235777440720,2021-07,2021-07-16,2021-08-05,104415.05,6.99
6916556752218696485,2021-07,2021-07-01,2021-07-19,20423.75,8.99
6916556752218696485,2021-07,2021-07-01,2021-07-19,115516.4,8.99
6916556752218696485,2021-07,2021-07-01,2021-07-19,40847.51,8.99
6916556752218696485,2021-07,2021-07-04,2021-07-20,34303.12,8.99
6916556752218696485,2021-07,2021-07-10,2021-07-27,21656.4,8.99
6916556752218696485,2021-07,2021-07-12,2021-07-28,40970.5,8.99
6916556752218696485,2021-07,2021-07-12,2021-07-28,57698.2,8.99
6916556752218696485,2021-07,2021-07-13,2021-07-29,40760.6,8.99
6916556752218696485,2021-07,2021-07-13,2021-07-29,20380.3,8.99
6916556752218696485,2021-07,2021-07-14,2021-07-30,28532.42,8.99
6916556752218696485,2021-07,2021-07-14,2021-07-30,34650.16,8.99
6916556752218696485,2021-07,2021-07-14,2021-07-30,28849.1,8.99
6030285068945261052,2021-07,2021-07-01,2021-07-21,77435.78,5.99
6030285068945261052,2021-07,2021-07-05,2021-07-26,37892.76,5.99
6030285068945261052,2021-07,2021-07-06,2021-08-05,1058.94,5.99
6030285068945261052,2021-07,2021-07-15,2021-08-04,51038.02,5.99
6030285068945261052,2021-07,2021-07-16,2021-08-05,57139.98,5.99
8463871205935856285,2021-07,2021-07-01,2021-07-23,79024.97,4.99
4071158585850879204,2021-07,2021-07-01,2021-07-21,52779.3,5.99
4071158585850879204,2021-07,2021-07-01,2021-07-19,19249.56,5.99
4071158585850879204,2021-07,2021-07-06,2021-08-05,999.0,5.99
3218226066162129945,2021-07,2021-07-13,2021-07-29,214509.85,11.99
4679462479444735708,2021-07,2021-07-01,2021-07-19,25882.15,6.99
4679462479444735708,2021-07,2021-07-01,2021-07-19,38329.7,6.99
4679462479444735708,2021-07,2021-07-04,2021-07-20,19158.2,6.99
4679462479444735708,2021-07,2021-07-08,2021-07-26,19008.2,6.99
4679462479444735708,2021-07,2021-07-11,2021-07-27,19008.2,6.99
4679462479444735708,2021-07,2021-07-12,2021-07-28,21649.3,6.99
4724876423989598202,2021-07,2021-07-04,2021-07-26,65264.15,5.99
4724876423989598202,2021-07,2021-07-07,2021-07-26,48447.99,5.99
4724876423989598202,2021-07,2021-07-16,2021-08-03,47920.89,5.99
2128970218770090704,2021-07,2021-07-06,2021-07-22,3753.2,5.99
2128970218770090704,2021-07,2021-07-07,2021-07-23,63178.99,5.99
2128970218770090704,2021-07,2021-07-13,2021-07-29,70845.8,5.99
1003144834589372198,2021-07,2021-07-01,2021-07-19,25039.75,8.99
1003144834589372198,2021-07,2021-07-08,2021-07-26,25399.8,8.99
9127318190908282126,2021-07,2021-07-01,2021-07-19,44902.1,8.99
9127318190908282126,2021-07,2021-07-15,2021-08-02,50857.1,8.99
8163895533020293251,2021-07,2021-07-01,2021-07-26,7155.82,6.99
8163895533020293251,2021-07,2021-07-05,2021-07-30,1986.29,6.99
8163895533020293251,2021-07,2021-07-07,2021-08-02,8336.61,6.99
5794903898038236832,2021-07,2021-07-01,2021-11-27,90136.0,5.99
5794903898038236832,2021-07,2021-07-12,2021-11-27,67420.5,5.99
3960251564708868781,2021-07,2021-07-02,2021-08-02,185251.5,11.99
3960251564708868781,2021-07,2021-07-05,2021-08-05,236710.25,11.99
3960251564708868781,2021-07,2021-07-08,2021-08-09,186030.0,11.99
3960251564708868781,2021-07,2021-07-13,2021-08-12,186030.0,11.99
3960251564708868781,2021-07,2021-07-15,2021-08-16,186030.0,11.99
5888474320320735000,2021-07,2021-07-12,2021-08-27,36843.0,6.99
5888474320320735000,2021-07,2021-07-12,2021-08-26,36843.0,6.99
5888474320320735000,2021-07,2021-07-15,2021-08-30,55264.5,6.99
761746217261797478,2021-07,2021-07-01,2021-07-19,44868.09,5.99
761746217261797478,2021-07,2021-07-02,2021-07-19,38623.2,5.99
1507697130807703164,2021-07,2021-07-11,2021-07-27,119076.0,6.99
9184785003280841216,2021-07,2021-07-04,2021-07-20,101785.8,4.99
9184785003280841216,2021-07,2021-07-05,2021-07-21,95405.6,4.99
9184785003280841216,2021-07,2021-07-12,2021-07-28,63352.25,4.99
1182975716201409626,2021-07,2021-07-01,2021-07-19,19988.0,6.99
1182975716201409626,2021-07,2021-07-06,2021-08-05,945.6,6.99
1182975716201409626,2021-07,2021-07-06,2021-07-22,25983.0,6.99
1182975716201409626,2021-07,2021-07-11,2021-07-27,25900.0,6.99
1182975716201409626,2021-07,2021-07-14,2021-07-30,19975.5,6.99
5369576709077493659,2021-07,2021-07-14,2021-07-30,24946.9,6.99
3472934456083131714,2021-07,2021-07-12,2021-07-30,64816.3,5.99
717981637594591016,2021-07,2021-07-01,2021-07-19,62964.9,5.99
717981637594591016,2021-07,2021-07-06,2021-08-05,945.6,5.99
717981637594591016,2021-07,2021-07-07,2021-07-26,52755.78,5.99
717981637594591016,2021-07,2021-07-09,2021-07-26,62915.7,5.99
8255085612985072878,2021-07,2021-07-08,2021-07-26,240827.5,5.99
8255085612985072878,2021-07,2021-07-15,2021-08-02,241590.0,5.99
7751080728852739823,2021-07,2021-07-04,2021-07-20,57274.35,5.99
7751080728852739823,2021-07,2021-07-06,2021-08-05,999.0,5.99
4347826483121154490,2021-07,2021-07-01,2021-07-19,18953.76,6.99
4347826483121154490,2021-07,2021-07-04,2021-07-21,95380.14,6.99
4347826483121154490,2021-07,2021-07-05,2021-07-22,146376.04,6.99
4347826483121154490,2021-07,2021-07-06,2021-07-23,94502.6,6.99
4347826483121154490,2021-07,2021-07-07,2021-07-26,160724.58,6.99
4347826483121154490,2021-07,2021-07-07,2021-07-26,190724.58,6.99
4347826483121154490,2021-07,2021-07-09,2021-07-26,95360.97,6.99
4347826483121154490,2021-07,2021-07-14,2021-08-02,94587.67,6.99
4347826483121154490,2021-07,2021-07-15,2021-08-02,104028.95,6.99
2214132103234633622,2021-07,2021-07-01,2021-07-28,171512.0,5.99
2214132103234633622,2021-07,2021-07-02,2021-07-29,128634.0,5.99
2214132103234633622,2021-07,2021-07-07,2021-08-03,128634.0,5.99
2214132103234633622,2021-07,2021-07-08,2021-08-09,129441.0,5.99
2214132103234633622,2021-07,2021-07-08,2021-08-09,128406.0,5.99
410843023337872279,2021-07,2021-07-06,2021-07-22,41904.6,6.99
2022367282554149730,2021-07,2021-07-04,2021-07-20,27051.89,5.99
2022367282554149730,2021-07,2021-07-13,2021-07-29,20892.34,5.99
7637066986811047950,2021-07,2021-07-04,2021-07-27,126491.43,6.99
7637066986811047950,2021-07,2021-07-08,2021-08-02,117276.52,6.99
7637066986811047950,2021-07,2021-07-16,2021-08-10,125651.14,6.99
